alarm_key|data_source_id|alarm_id|device_type1_key|authentityid|severity_number|severity|previousseverity_number|previousseverity|alarmcreationdate|alarmcreationtime|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|second|time_key|lastmodifieddate|lastmodifiedtimestamp|l_day_in_month|l_month_number|l_quarter_number|l_year|l_week_number|l_year_for_week|l_hour|l_minute|l_second|l_time_key|classname|category|displayname|location|description|source|eventtype|eventcount|isacknowledged|ownerid|applicationspecificalarmid|nttyaddrss7_address|generatedby|srcobjectid|srcobjectbusinesskey|srcobjectdisplayname|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|timetoclose|count
9771|172.25.124.244|4043501|0|9470515|5|Cleared|3|Minor|2015-08-18|2015-08-18 05:36:15|18|8|3|2015|34|2015|5|36|15|20176|2015-08-18|2015-08-18 05:41:17|18|8|3|2015|34|2015|5|41|17|20478|WiredWirelessAlarm|AP|AP APf4cf.e2ff.50bf, Interface 802.11a/n|Unknown|Noise changed to acceptable level on '802.11a/n' interface of AP 'APf4cf.e2ff.50bf', connected to Controller '172.25.124.196'. |LradIf!3c:5e:c3:61:a3:80!1|RADIO_LOAD_PROFILE_FAILED|1|0|Unknown|NoiseProfile_LradIf!3c:5e:c3:61:a3:80!1|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|301|1
9950|172.25.124.244|4043501|0|9470515|5|Cleared|3|Minor|2015-08-18|2015-08-18 05:36:15|18|8|3|2015|34|2015|5|36|15|20176|2015-08-18|2015-08-18 07:11:54|18|8|3|2015|34|2015|7|11|54|25915|WiredWirelessAlarm|AP|AP APf4cf.e2ff.50bf, Interface 802.11a/n|Unknown|Noise changed to acceptable level on '802.11a/n' interface of AP 'APf4cf.e2ff.50bf', connected to Controller '172.25.124.196'. |LradIf!3c:5e:c3:61:a3:80!1|RADIO_LOAD_PROFILE_FAILED|1|0|Unknown|NoiseProfile_LradIf!3c:5e:c3:61:a3:80!1|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|5738|1
10679|172.25.124.244|4043507|0|9470513|5|Cleared|3|Minor|2015-08-18|2015-08-18 01:09:03|18|8|3|2015|34|2015|1|9|3|4144|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Rogue3c:a9:f4:33:e8:40|Unknown|Adhoc Rogue '3c:a9:f4:33:e8:40' is no longer detected on the network. |RogueAp!3c:a9:f4:33:e8:40|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!3c:a9:f4:33:e8:40|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|36681|1
10680|172.25.124.244|4043508|0|9470513|5|Cleared|3|Minor|2015-08-18|2015-08-18 00:52:03|18|8|3|2015|34|2015|0|52|3|3124|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Roguef0:25:b7:4a:17:52|Unknown|Adhoc Rogue 'f0:25:b7:4a:17:52' is no longer detected on the network. |RogueAp!f0:25:b7:4a:17:52|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!f0:25:b7:4a:17:52|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|37701|1
10723|172.25.124.244|4043513|0|9470513|5|Cleared|3|Minor|2015-08-18|2015-08-18 00:54:33|18|8|3|2015|34|2015|0|54|33|3274|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Rogued8:bb:2c:21:83:8e|Unknown|Adhoc Rogue 'd8:bb:2c:21:83:8e' is no longer detected on the network. |RogueAp!d8:bb:2c:21:83:8e|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!d8:bb:2c:21:83:8e|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|37551|1
10691|172.25.124.244|4043512|0|9470515|5|Cleared|3|Minor|2015-08-18|2015-08-18 01:13:03|18|8|3|2015|34|2015|1|13|3|4384|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Rogue40:0e:85:0a:5a:39|Unknown|Adhoc Rogue '40:0e:85:0a:5a:39' is no longer detected on the network. |RogueAp!40:0e:85:0a:5a:39|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!40:0e:85:0a:5a:39|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|36441|1
10652|172.25.124.244|4043503|0|9470515|5|Cleared|3|Minor|2015-08-18|2015-08-18 01:06:03|18|8|3|2015|34|2015|1|6|3|3964|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Rogue6c:40:08:a3:d6:2a|Unknown|Adhoc Rogue '6c:40:08:a3:d6:2a' is no longer detected on the network. |RogueAp!6c:40:08:a3:d6:2a|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!6c:40:08:a3:d6:2a|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|36861|1
10653|172.25.124.244|4043509|0|9470513|5|Cleared|3|Minor|2015-08-18|2015-08-18 01:12:03|18|8|3|2015|34|2015|1|12|3|4324|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Rogueb8:e8:56:1e:68:a4|Unknown|Adhoc Rogue 'b8:e8:56:1e:68:a4' is no longer detected on the network. |RogueAp!b8:e8:56:1e:68:a4|ADHOC_UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!b8:e8:56:1e:68:a4|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|36501|1
10727|172.25.124.244|4043494|0|9470513|5|Cleared|3|Minor|2015-08-18|2015-08-18 01:17:32|18|8|3|2015|34|2015|1|17|32|4653|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Adhoc Rogue|Adhoc Rogue64:27:37:7f:b3:ad|Unknown|Adhoc Rogue '64:27:37:7f:b3:ad' is no longer detected on the network. |RogueAp!64:27:37:7f:b3:ad|UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!64:27:37:7f:b3:ad|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|36172|1
10699|172.25.124.244|4043075|0|9470513|5|Cleared|3|Minor|2015-08-18|2015-08-18 01:07:32|18|8|3|2015|34|2015|1|7|32|4053|2015-08-18|2015-08-18 11:20:24|18|8|3|2015|34|2015|11|20|24|40825|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5b:0c:33|Unknown|Rogue AP 'c8:f9:f9:5b:0c:33' is no longer detected on the network. |RogueAp!c8:f9:f9:5b:0c:33|UNCLASSIFIED_ROGUE_AP_DETECTED|1|0|Unknown|RogueAp!c8:f9:f9:5b:0c:33|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|36772|1
