data_source_id|device_type1_key|authentityid|severity_number|severity|previousseverity_number|previousseverity|alarmcreationdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|lastmodifieddate|l_day_in_month|l_month_number|l_quarter_number|l_year|l_week_number|l_year_for_week|l_hour|classname|category|displayname|location|description|source|eventtype|isacknowledged|ownerid|applicationspecificalarmid|nttyaddrss7_address|generatedby|srcobjectid|srcobjectbusinesskey|srcobjectdisplayname|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|meantimetoclose|maxtimetoclose|mintimetoclose|count
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0b:00:3e|Unknown|Rogue AP 'f4:ea:67:0b:00:3e' is no longer detected on the network. |RogueAp!f4:ea:67:0b:00:3e|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0b:00:3e|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|37755|37755|37755|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0a:ec:13|Unknown|Rogue AP 'f4:ea:67:0a:ec:13' is no longer detected on the network. |RogueAp!f4:ea:67:0a:ec:13|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0a:ec:13|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|40456|40456|40456|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0a:ec:11|Unknown|Rogue AP 'f4:ea:67:0a:ec:11' is no longer detected on the network. |RogueAp!f4:ea:67:0a:ec:11|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0a:ec:11|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|37514|37514|37514|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|13|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0a:ec:13|Unknown|Rogue AP 'f4:ea:67:0a:ec:13' is no longer detected on the network. |RogueAp!f4:ea:67:0a:ec:13|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0a:ec:13|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|47672|47672|47672|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|15|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0a:ec:13|Unknown|Rogue AP 'f4:ea:67:0a:ec:13' is no longer detected on the network. |RogueAp!f4:ea:67:0a:ec:13|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0a:ec:13|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|54889|54889|54889|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|19|RogueApAlert|Rogue AP|Rogue AP 02:18:1a:36:18:24|Unknown|Rogue AP '02:18:1a:36:18:24' is no longer detected on the network. |RogueAp!02:18:1a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!02:18:1a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|69666|69666|69666|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|21|RogueApAlert|Rogue AP|Rogue AP 02:18:1a:36:18:24|Unknown|Rogue AP '02:18:1a:36:18:24' is no longer detected on the network. |RogueAp!02:18:1a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!02:18:1a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|76906|76906|76906|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|23|RogueApAlert|Rogue AP|Rogue AP 02:18:1a:36:18:24|Unknown|Rogue AP '02:18:1a:36:18:24' is no longer detected on the network. |RogueAp!02:18:1a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!02:18:1a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|84117|84117|84117|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-19|19|8|3|2015|34|2015|0|2015-08-19|19|8|3|2015|34|2015|23|RogueApAlert|Rogue AP|Rogue AP 44:e4:d9:41:8c:82|Unknown|Rogue AP '44:e4:d9:41:8c:82' is no longer detected on the network. |RogueAp!44:e4:d9:41:8c:82|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!44:e4:d9:41:8c:82|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|80728|80728|80728|1
172.25.124.244|0|9470515|5|Cleared|3|Minor|2015-08-19|19|8|3|2015|34|2015|1|2015-08-19|19|8|3|2015|34|2015|11|RogueApAlert|Adhoc Rogue|Adhoc Rogue14:d6:4d:a9:88:67|Unknown|Adhoc Rogue '14:d6:4d:a9:88:67' is no longer detected on the network. |RogueAp!14:d6:4d:a9:88:67|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!14:d6:4d:a9:88:67|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|37124|37124|37124|1
