data_source_id|device_type1_key|authentityid|severity_number|severity|previousseverity_number|previousseverity|alarmcreationdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|lastmodifieddate|l_day_in_month|l_month_number|l_quarter_number|l_year|l_week_number|l_year_for_week|l_hour|classname|category|displayname|location|description|source|eventtype|isacknowledged|ownerid|applicationspecificalarmid|nttyaddrss7_address|generatedby|srcobjectid|srcobjectbusinesskey|srcobjectdisplayname|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|meantimetoclose|maxtimetoclose|mintimetoclose|count
172.20.115.000|0|589694|1|Critical|5|Cleared|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|0|WiredWirelessAlarm|Routers|prime-asr9k-cluster|Unknown|Controller 'prime-asr9k-cluster' is unreachable via SNMP and ping(ICMP) is successful.|172.23.222.223|SWITCH_DOWN_PINGABLE|0|Unknown|OperStatus_172.23.222.223|172.23.222.223|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|0|0|0|1
172.20.115.000|0|1965970|5|Cleared|3|Minor|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|1|WiredWirelessAlarm|AP|AP SJ-AP-1, Interface 802.11a/n|Unknown|Interference changed to acceptable level on '802.11a/n' interface of AP 'SJ-AP-1', connected to Controller '192.168.136.49'.  |LradIf!5c:a4:8a:d7:92:c0!1|RADIO_LOAD_PROFILE_FAILED|0|Unknown|InterferenceProfile_LradIf!5c:a4:8a:d7:92:c0!1|192.168.136.49|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|3912|3912|3912|1
172.20.115.000|0|8544539|5|Cleared|3|Minor|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|1|WiredWirelessAlarm|AP|AP AMS-AP-1, Interface 802.11a/n|Unknown|Interference changed to acceptable level on '802.11a/n' interface of AP 'AMS-AP-1', connected to Controller '192.168.152.11'.  |LradIf!5c:a4:8a:d7:98:60!1|RADIO_LOAD_PROFILE_FAILED|0|Unknown|InterferenceProfile_LradIf!5c:a4:8a:d7:98:60!1|192.168.152.11|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|3912|3912|3912|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|11|RogueApAlert|Adhoc Rogue|Adhoc Rogue64:27:37:53:04:4b|Unknown|Adhoc Rogue '64:27:37:53:04:4b' is no longer detected on the network. |RogueAp!64:27:37:53:04:4b|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!64:27:37:53:04:4b|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|38467|38467|38467|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|19|RogueApAlert|Rogue AP|Rogue AP 02:18:1a:36:18:24|Unknown|Rogue AP '02:18:1a:36:18:24' is no longer detected on the network. |RogueAp!02:18:1a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!02:18:1a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|69866|69866|69866|1
172.25.124.244|0|9470515|5|Cleared|3|Minor|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|19|RogueApAlert|Rogue AP|Rogue AP 00:18:0a:36:18:24|Unknown|Rogue AP '00:18:0a:36:18:24' is no longer detected on the network. |RogueAp!00:18:0a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!00:18:0a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|69867|69867|69867|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|21|RogueApAlert|Rogue AP|Rogue AP 02:18:1a:36:18:24|Unknown|Rogue AP '02:18:1a:36:18:24' is no longer detected on the network. |RogueAp!02:18:1a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!02:18:1a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|77073|77073|77073|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|21|RogueApAlert|Rogue AP|Rogue AP 00:18:0a:36:18:24|Unknown|Rogue AP '00:18:0a:36:18:24' is no longer detected on the network. |RogueAp!00:18:0a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!00:18:0a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|77074|77074|77074|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|23|RogueApAlert|Rogue AP|Rogue AP 02:18:1a:36:18:24|Unknown|Rogue AP '02:18:1a:36:18:24' is no longer detected on the network. |RogueAp!02:18:1a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!02:18:1a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|84279|84279|84279|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-21|21|8|3|2015|34|2015|0|2015-08-21|21|8|3|2015|34|2015|23|RogueApAlert|Rogue AP|Rogue AP 00:18:0a:36:18:24|Unknown|Rogue AP '00:18:0a:36:18:24' is no longer detected on the network. |RogueAp!00:18:0a:36:18:24|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!00:18:0a:36:18:24|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|84280|84280|84280|1
