if_utilization_key|interface_type1_key|device_type1_key|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|ifindex|ifname|iffullname|ifdescr|ifspeed|iftype|macaddress|adminstatus|operstatus|date|time_key|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|num_samples|times_in_util_greater_than_50|times_in_util_greater_than_75|times_in_util_greater_than_90|times_out_util_greater_than_50|times_out_util_greater_than_75|times_out_util_greater_than_90|max_input_utilization|max_output_utilization|pctl95_input_utilization|pctl95_output_utilization|avg_input_utilization|avg_output_utilization|max_in_errors|max_in_discards|max_out_errors|max_out_discards|avg_in_errors|avg_in_discards|avg_out_errors|avg_out_discards|max_in_octets_rate|max_out_octets_rate|pctl95_in_octets_rate|pctl95_out_octets_rate|avg_in_octets_rate|avg_out_octets_rate
124207|644|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|56|GigabitEthernet8/3|GigabitEthernet8/3@Cisco_10.114.2.2|Unknown|1000000000|6|00:01:c9:df:05:f6|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124208|643|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|57|GigabitEthernet8/4|GigabitEthernet8/4@Cisco_10.114.2.2|Unknown|1000000000|6|00:01:c9:df:05:f7|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124209|642|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|58|GigabitEthernet8/5|GigabitEthernet8/5@Cisco_10.114.2.2|Unknown|1000000000|6|00:01:c9:df:05:f8|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124210|641|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|59|GigabitEthernet8/6|GigabitEthernet8/6@Cisco_10.114.2.2|Unknown|1000000000|6|00:01:c9:df:05:f9|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124211|675|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|60|Vlan1|Vlan1@Cisco_10.114.2.2|Unknown|1000000000|53||1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124212|636|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|61|EOBC0/0|EOBC0/0@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124213|647|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|63|SPAN RP Interface|SPAN RP Interface@Cisco_10.114.2.2|Unknown|1000000000|1||1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124214|640|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|64|SPAN SP Interface|SPAN SP Interface@Cisco_10.114.2.2|Unknown|1000000000|1||1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124215|561|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|66|Vlan50|Vlan50@Cisco_10.114.2.2|Unknown|1000000000|53||1|2|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124216|560|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|67|Vlan51|Vlan51@Cisco_10.114.2.2|Unknown|1000000000|53||1|2|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124217|562|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|68|Vlan52|Vlan52@Cisco_10.114.2.2|Unknown|1000000000|53||1|2|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124218|589|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|70|Port-channel533|Port-channel533@Cisco_10.114.2.2|Unknown|1000000000|53||1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124219|685|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|1|GigabitEthernet2/1|GigabitEthernet2/1@Cisco_10.114.2.3|Unknown|1000000000|6|00:0e:84:80:00:04|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|16.138329|17.923496|16.04809275|16.9505744|8.9922115|8.988043|60000000|60000000|60000000|60000000|30000000|40500000|33000000|37500000|20172910|22404372|20060115|21188219|11240264|11235054
124220|686|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|2|GigabitEthernet2/2|GigabitEthernet2/2@Cisco_10.114.2.3|Unknown|1000000000|6|00:0e:84:80:00:05|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|15.122471|20.983606|14.45568755|19.7837953|7.6890903|9.9819139|60000000|60000000|60000000|60000000|39000000|34500000|33000000|36000000|18903088|26229508|18069609|24729744|9611363|12477392
124221|684|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|3|GigabitEthernet2/3|GigabitEthernet2/3@Cisco_10.114.2.3|Unknown|1000000000|6|00:0e:84:80:00:06|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.443804|19.016394|17.57849405|16.68904845|9.7486609|8.2792185|60000000|60000000|60000000|60000000|39000000|34500000|39000000|36000000|23054754|23770492|21973118|20861310|12185826|10349023
124222|710|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|4|FastEthernet4/1|FastEthernet4/1@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:c0|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|19.595312|17.49271|19.03971635|17.4898426|8.4484184|9.6402556|60000000|60000000|60000000|60000000|37500000|36000000|34500000|36000000|2449414|2186588|2379965|2186230|1056052|1205032
124223|712|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|5|FastEthernet4/2|FastEthernet4/2@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:c1|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.635925|19.45355|16.7415618|19.13395685|8.3499462|9.2446243|60000000|60000000|60000000|60000000|37500000|37500000|37500000|37500000|2329490|2431694|2092695|2391745|1043743|1155578
124224|711|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|6|FastEthernet4/3|FastEthernet4/3@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:c2|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|20.983606|16.714697|19.2670108|15.58652585|9.3081256|8.8690605|60000000|60000000|60000000|60000000|33000000|37500000|34500000|37500000|2622950|2089337|2408376|1948316|1163516|1108633
124225|715|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|7|FastEthernet4/4|FastEthernet4/4@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:c3|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.687075|19.38232|17.2495049|17.64388225|9.3633433|9.2457892|60000000|60000000|60000000|60000000|37500000|39000000|36000000|37500000|2210884|2422790|2156188|2205485|1170418|1155724
124188|606|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|37|FastEthernet4/34|FastEthernet4/34@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e1|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.028168|16.32653|16.76734405|15.95087045|9.4287089|8.4126285|60000000|60000000|60000000|60000000|30000000|42000000|36000000|37500000|2253521|2040816|2095918|1993859|1178589|1051579
124189|603|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|38|FastEthernet4/35|FastEthernet4/35@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e2|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|15.226337|16.187988|14.21232275|15.95744715|7.9671487|9.2713894|60000000|60000000|60000000|60000000|36000000|34500000|36000000|37500000|1903292|2023498|1776540|1994681|995894|1158924
124190|604|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|39|FastEthernet4/36|FastEthernet4/36@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e3|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.312756|14.403292|17.4827292|13.9039531|8.9404659|7.9915007|60000000|60000000|60000000|60000000|31500000|39000000|37500000|39000000|2289094|1800411|2185341|1737994|1117558|998938
124191|601|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|40|FastEthernet4/37|FastEthernet4/37@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e4|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|19.24603|14.273281|18.73346425|13.8503044|8.919295|7.9600158|60000000|60000000|60000000|60000000|31500000|31500000|36000000|31500000|2405753|1784160|2341683|1731288|1114912|995002
124192|602|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|41|FastEthernet4/38|FastEthernet4/38@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e5|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|15.675675|18.72428|14.4251925|18.51263915|8.2500386|9.6754329|60000000|60000000|60000000|60000000|37500000|36000000|36000000|34500000|1959459|2340535|1803149|2314080|1031255|1209429
124193|600|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|42|FastEthernet4/39|FastEthernet4/39@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e6|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.518518|17.261904|17.4697795|16.8088611|9.0890876|8.9736084|60000000|60000000|60000000|60000000|33000000|34500000|37500000|37500000|2314814|2157738|2183723|2101108|1136136|1121701
124194|596|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|43|FastEthernet4/40|FastEthernet4/40@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e7|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.489712|18.93004|17.0605947|17.5288687|9.0216134|8.5541444|60000000|60000000|60000000|60000000|40500000|36000000|36000000|30000000|2186214|2366255|2132574|2191109|1127702|1069268
124195|597|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|44|FastEthernet4/41|FastEthernet4/41@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e8|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.297297|16.460905|16.44309035|15.2414869|8.4935516|8.3395422|60000000|60000000|60000000|60000000|28500000|36000000|36000000|39000000|2162162|2057613|2055386|1905186|1061694|1042443
124196|598|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|45|FastEthernet4/42|FastEthernet4/42@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e9|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.849207|18.312756|18.5642463|17.76215625|10.9377887|9.7402579|60000000|60000000|60000000|60000000|31500000|34500000|39000000|36000000|2356150|2289094|2320531|2220270|1367224|1217532
124197|599|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|46|FastEthernet4/43|FastEthernet4/43@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:ea|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.477476|19.135801|16.74224125|18.63736615|8.3043821|9.8154324|60000000|60000000|60000000|60000000|37500000|34500000|37500000|37500000|2184684|2391975|2092780|2329671|1038048|1226929
124198|592|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|47|FastEthernet4/44|FastEthernet4/44@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:eb|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|16.396397|14.965986|15.00016085|14.47453515|8.1949701|8.8136026|60000000|60000000|60000000|60000000|37500000|31500000|37500000|30000000|2049549|1870748|1875020|1809317|1024371|1101700
124199|593|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|48|FastEthernet4/45|FastEthernet4/45@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:ec|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.849207|18.215961|16.20039675|17.3817024|8.3494071|8.509505|60000000|60000000|60000000|60000000|37500000|36000000|34500000|33000000|2356150|2276995|2025050|2172713|1043676|1063688
124200|594|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|49|FastEthernet4/46|FastEthernet4/46@Cisco_10.114.2.2|Unknown|1000000000|6|00:11:21:0c:57:ed|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.72428|17.901234|17.98849535|17.7105429|9.0809866|10.4724062|60000000|60000000|60000000|60000000|34500000|34500000|34500000|31500000|23405350|22376544|22485618|22138180|11351233|13090508
124201|595|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|50|FastEthernet4/47|FastEthernet4/47@Cisco_10.114.2.2|Unknown|1000000000|6|00:11:21:0c:57:ee|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.253967|15.843621|17.47630175|14.37596355|8.9539067|8.1589224|60000000|60000000|60000000|60000000|36000000|33000000|40500000|33000000|22817460|19804526|21845377|17969954|11192383|10198653
124202|591|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|51|FastEthernet4/48|FastEthernet4/48@Cisco_10.114.2.2|Unknown|1000000000|6|00:11:21:0c:57:ef|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|16.26984|17.276995|14.3187822|16.4467918|7.853544|9.276473|60000000|60000000|60000000|60000000|39000000|36000000|34500000|36000000|20337302|21596244|17898479|20558490|9816930|11595591
124203|614|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|52|GigabitEthernet5/1|GigabitEthernet5/1@Cisco_10.114.2.2|Unknown|1000000000|6|00:0d:bd:72:20:c0|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|15.317667|16.710182|14.942574|16.5120281|8.7814793|8.9775615|60000000|60000000|60000000|60000000|37500000|37500000|36000000|36000000|19147084|20887728|18678217|20640036|10976849|11221952
124204|616|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|53|GigabitEthernet5/2|GigabitEthernet5/2@Cisco_10.114.2.2|Unknown|1000000000|6|00:17:94:44:58:f5|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|15.843621|18.312757|15.6869643|16.50058765|9.3400483|8.2124843|60000000|60000000|60000000|60000000|34500000|34500000|36000000|37500000|19804526|22890946|19608706|20625734|11675060|10265605
124205|646|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|54|GigabitEthernet8/1|GigabitEthernet8/1@Cisco_10.114.2.2|Unknown|1000000000|6|00:01:c9:df:05:f4|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124206|645|9|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|55|GigabitEthernet8/2|GigabitEthernet8/2@Cisco_10.114.2.2|Unknown|1000000000|6|00:01:c9:df:05:f5|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124246|734|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|28|FastEthernet4/25|FastEthernet4/25@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:d8|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.486338|21.202185|17.1893704|19.27053075|8.7648685|8.7273476|60000000|60000000|60000000|45000000|39000000|39000000|31500000|31500000|2185792|2650273|2148671|2408816|1095609|1090918
124247|739|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|29|FastEthernet4/26|FastEthernet4/26@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:d9|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.465387|19.808306|17.16760625|15.90897725|9.8135387|7.8836541|60000000|60000000|60000000|60000000|33000000|30000000|36000000|30000000|2183173|2476038|2145951|1988622|1226692|985457
124248|738|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|30|FastEthernet4/27|FastEthernet4/27@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:da|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|19.89071|21.202185|17.84084885|18.08292675|9.3286441|8.0170973|60000000|60000000|60000000|60000000|31500000|37500000|33000000|31500000|2486338|2650273|2230106|2260366|1166081|1002137
124249|741|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|31|FastEthernet4/28|FastEthernet4/28@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:db|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|20.10929|16.82641|19.18691015|16.25740705|9.926876|8.4676875|60000000|60000000|60000000|60000000|36000000|40500000|39000000|36000000|2513661|2103301|2398364|2032176|1240860|1058461
124250|740|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|32|FastEthernet4/29|FastEthernet4/29@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:dc|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|19.595312|17.867434|17.46594575|17.5975807|8.8653713|9.7343465|60000000|60000000|60000000|60000000|34500000|34500000|34500000|36000000|2449414|2233429|2183243|2199697|1108171|1216793
124251|751|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|33|FastEthernet4/30|FastEthernet4/30@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:dd|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.04918|20.765026|16.18555935|20.1428083|9.039441|10.2517849|60000000|60000000|60000000|60000000|33000000|34500000|37500000|31500000|2131147|2595628|2023195|2517851|1129930|1281473
124252|748|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|34|FastEthernet4/31|FastEthernet4/31@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:de|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.252396|20.327868|17.1609488|17.6020524|8.4538242|8.8000423|60000000|60000000|60000000|60000000|39000000|36000000|37500000|33000000|2156549|2540983|2145119|2200257|1056728|1100005
124253|747|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|35|FastEthernet4/32|FastEthernet4/32@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:df|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|18.658892|17.881437|18.0259688|15.97311885|9.5090391|8.1281277|60000000|60000000|60000000|60000000|28500000|34500000|28500000|33000000|2332361|2235179|2253246|1996640|1188630|1016016
124254|746|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|36|FastEthernet4/33|FastEthernet4/33@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e0|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.687075|20.234291|17.5953263|18.99771215|8.9047372|9.7383808|60000000|60000000|60000000|60000000|31500000|37500000|30000000|39000000|2210884|2529286|2199416|2374714|1113092|1217298
124255|745|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|37|FastEthernet4/34|FastEthernet4/34@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e1|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|15.130023|15.549076|15.06123825|14.2069438|8.1114164|7.7077631|60000000|60000000|60000000|60000000|33000000|37500000|36000000|36000000|1891252|1943634|1882655|1775868|1013927|963470
124256|744|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|38|FastEthernet4/35|FastEthernet4/35@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e2|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|14.063926|20.10929|13.9599427|19.3987679|7.6741448|9.1182998|60000000|60000000|60000000|60000000|37500000|34500000|37500000|39000000|1757990|2513661|1744993|2424846|959268|1139787
124257|743|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|39|FastEthernet4/36|FastEthernet4/36@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e3|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.678381|17.704918|17.39524055|16.7240062|7.8842955|8.8038849|60000000|60000000|60000000|60000000|31500000|37500000|37500000|33000000|2209797|2213114|2174405|2090501|985537|1100486
124258|754|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|40|FastEthernet4/37|FastEthernet4/37@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e4|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|16.132168|17.891373|16.0611904|16.3320582|8.9709958|9.2647469|60000000|60000000|60000000|60000000|33000000|40500000|37500000|34500000|2016520|2236421|2007649|2041507|1121374|1158093
124259|753|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|41|FastEthernet4/38|FastEthernet4/38@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e5|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.687075|17.291065|17.5873154|16.24477945|8.2235953|8.2455739|60000000|60000000|60000000|60000000|37500000|34500000|40500000|37500000|2210884|2161383|2198414|2030597|1027949|1030697
124260|752|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|42|FastEthernet4/39|FastEthernet4/39@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e6|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.483189|15.89041|17.18952395|13.95284005|9.2352591|7.3399356|60000000|60000000|60000000|60000000|36000000|34500000|37500000|34500000|2185398|1986301|2148690|1744105|1154407|917492
124261|721|10|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.3|Cisco_10.114.2.3|43|FastEthernet4/40|FastEthernet4/40@Cisco_10.114.2.3|Unknown|100000000|6|00:11:21:0c:57:e7|1|1|2015-08-23|3597|23|8|3|2015|34|2015|0|59|10|0|0|0|0|0|0|17.103985|20.10929|16.59568975|18.32235755|8.6394395|9.7130677|60000000|60000000|60000000|60000000|30000000|34500000|31500000|37500000|2137998|2513661|2074461|2290294|1079930|1214133
