if_utilization_key|interface_type1_key|device_type1_key|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|ifindex|ifname|iffullname|ifdescr|ifspeed|iftype|macaddress|adminstatus|operstatus|date|time_key|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|num_samples|times_in_util_greater_than_50|times_in_util_greater_than_75|times_in_util_greater_than_90|times_out_util_greater_than_50|times_out_util_greater_than_75|times_out_util_greater_than_90|max_input_utilization|max_output_utilization|pctl95_input_utilization|pctl95_output_utilization|avg_input_utilization|avg_output_utilization|max_in_errors|max_in_discards|max_out_errors|max_out_discards|avg_in_errors|avg_in_discards|avg_out_errors|avg_out_discards|max_in_octets_rate|max_out_octets_rate|pctl95_in_octets_rate|pctl95_out_octets_rate|avg_in_octets_rate|avg_out_octets_rate
124564|327|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|11|FastEthernet4/8|FastEthernet4/8@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:c7|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124565|326|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|12|FastEthernet4/9|FastEthernet4/9@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:c8|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124566|315|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|13|FastEthernet4/10|FastEthernet4/10@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:c9|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124567|309|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|14|FastEthernet4/11|FastEthernet4/11@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:ca|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124568|308|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|15|FastEthernet4/12|FastEthernet4/12@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:cb|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124569|307|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|16|FastEthernet4/13|FastEthernet4/13@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:cc|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124570|306|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|17|FastEthernet4/14|FastEthernet4/14@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:cd|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124571|314|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|18|FastEthernet4/15|FastEthernet4/15@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:ce|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124572|313|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|19|FastEthernet4/16|FastEthernet4/16@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:cf|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124573|312|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|20|FastEthernet4/17|FastEthernet4/17@Cisco_10.114.8.3|Unknown|100000000|6|00:11:21:0c:57:d0|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124536|195|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|50|FastEthernet4/47|FastEthernet4/47@Cisco_10.114.8.2|Unknown|1000000000|6|00:11:21:0c:57:ee|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124537|196|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|51|FastEthernet4/48|FastEthernet4/48@Cisco_10.114.8.2|Unknown|1000000000|6|00:11:21:0c:57:ef|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124538|217|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|52|GigabitEthernet5/1|GigabitEthernet5/1@Cisco_10.114.8.2|Unknown|1000000000|6|00:0d:bd:72:20:c0|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124539|216|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|53|GigabitEthernet5/2|GigabitEthernet5/2@Cisco_10.114.8.2|Unknown|1000000000|6|00:17:94:44:58:f5|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124540|209|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|54|GigabitEthernet8/1|GigabitEthernet8/1@Cisco_10.114.8.2|Unknown|1000000000|6|00:01:c9:df:05:f4|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124541|211|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|55|GigabitEthernet8/2|GigabitEthernet8/2@Cisco_10.114.8.2|Unknown|1000000000|6|00:01:c9:df:05:f5|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124542|212|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|56|GigabitEthernet8/3|GigabitEthernet8/3@Cisco_10.114.8.2|Unknown|1000000000|6|00:01:c9:df:05:f6|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124543|213|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|57|GigabitEthernet8/4|GigabitEthernet8/4@Cisco_10.114.8.2|Unknown|1000000000|6|00:01:c9:df:05:f7|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124544|215|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|58|GigabitEthernet8/5|GigabitEthernet8/5@Cisco_10.114.8.2|Unknown|1000000000|6|00:01:c9:df:05:f8|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124545|214|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|59|GigabitEthernet8/6|GigabitEthernet8/6@Cisco_10.114.8.2|Unknown|1000000000|6|00:01:c9:df:05:f9|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124546|130|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|60|Vlan1|Vlan1@Cisco_10.114.8.2|Unknown|1000000000|53||1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124547|222|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|61|EOBC0/0|EOBC0/0@Cisco_10.114.8.2|Unknown|100000000|53||1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124548|131|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|63|SPAN RP Interface|SPAN RP Interface@Cisco_10.114.8.2|Unknown|1000000000|1||1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124549|224|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|64|SPAN SP Interface|SPAN SP Interface@Cisco_10.114.8.2|Unknown|1000000000|1||1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124550|226|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|66|Vlan50|Vlan50@Cisco_10.114.8.2|Unknown|1000000000|53||1|2|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124551|227|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|67|Vlan51|Vlan51@Cisco_10.114.8.2|Unknown|1000000000|53||1|2|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124552|225|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|68|Vlan52|Vlan52@Cisco_10.114.8.2|Unknown|1000000000|53||1|2|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124553|137|2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.2|Cisco_10.114.8.2|70|Port-channel533|Port-channel533@Cisco_10.114.8.2|Unknown|1000000000|53||1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124554|283|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|1|GigabitEthernet2/1|GigabitEthernet2/1@Cisco_10.114.8.3|Unknown|1000000000|6|00:0e:84:80:00:04|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124555|284|3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.3|Cisco_10.114.8.3|2|GigabitEthernet2/2|GigabitEthernet2/2@Cisco_10.114.8.3|Unknown|1000000000|6|00:0e:84:80:00:05|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124440|61|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|21|FastEthernet4/18|FastEthernet4/18@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d1|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124441|59|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|22|FastEthernet4/19|FastEthernet4/19@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d2|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124442|81|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|23|FastEthernet4/20|FastEthernet4/20@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d3|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124443|83|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|24|FastEthernet4/21|FastEthernet4/21@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d4|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124444|74|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|25|FastEthernet4/22|FastEthernet4/22@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d5|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124445|75|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|26|FastEthernet4/23|FastEthernet4/23@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d6|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124446|76|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|27|FastEthernet4/24|FastEthernet4/24@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d7|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124447|77|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|28|FastEthernet4/25|FastEthernet4/25@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d8|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124448|70|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|29|FastEthernet4/26|FastEthernet4/26@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:d9|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124449|71|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|30|FastEthernet4/27|FastEthernet4/27@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:da|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124450|72|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|31|FastEthernet4/28|FastEthernet4/28@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:db|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124451|73|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|32|FastEthernet4/29|FastEthernet4/29@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:dc|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124452|84|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|33|FastEthernet4/30|FastEthernet4/30@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:dd|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124453|86|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|34|FastEthernet4/31|FastEthernet4/31@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:de|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124454|85|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|35|FastEthernet4/32|FastEthernet4/32@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:df|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124455|88|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|36|FastEthernet4/33|FastEthernet4/33@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:e0|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124456|87|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|37|FastEthernet4/34|FastEthernet4/34@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:e1|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124457|90|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|38|FastEthernet4/35|FastEthernet4/35@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:e2|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124458|89|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|39|FastEthernet4/36|FastEthernet4/36@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:e3|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124420|22|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|1|GigabitEthernet2/1|GigabitEthernet2/1@Cisco_10.114.8.1|Unknown|1000000000|6|00:0e:84:80:00:04|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124421|21|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|2|GigabitEthernet2/2|GigabitEthernet2/2@Cisco_10.114.8.1|Unknown|1000000000|6|00:0e:84:80:00:05|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124422|25|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|3|GigabitEthernet2/3|GigabitEthernet2/3@Cisco_10.114.8.1|Unknown|1000000000|6|00:0e:84:80:00:06|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124423|26|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|4|FastEthernet4/1|FastEthernet4/1@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c0|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124424|23|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|5|FastEthernet4/2|FastEthernet4/2@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c1|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124425|24|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|6|FastEthernet4/3|FastEthernet4/3@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c2|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124426|11|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|7|FastEthernet4/4|FastEthernet4/4@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c3|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124427|10|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|8|FastEthernet4/5|FastEthernet4/5@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c4|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124428|13|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|9|FastEthernet4/6|FastEthernet4/6@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c5|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124429|12|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|10|FastEthernet4/7|FastEthernet4/7@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c6|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124430|15|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|11|FastEthernet4/8|FastEthernet4/8@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c7|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124431|14|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|12|FastEthernet4/9|FastEthernet4/9@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c8|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124432|69|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|13|FastEthernet4/10|FastEthernet4/10@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:c9|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
124433|67|1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.8.1|Cisco_10.114.8.1|14|FastEthernet4/11|FastEthernet4/11@Cisco_10.114.8.1|Unknown|100000000|6|00:11:21:0c:57:ca|1|1|2015-08-23|6853|23|8|3|2015|34|2015|1|54|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
