data_source_id|device_type1_key|authentityid|severity_number|severity|previousseverity_number|previousseverity|alarmcreationdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|lastmodifieddate|l_day_in_month|l_month_number|l_quarter_number|l_year|l_week_number|l_year_for_week|l_hour|classname|category|displayname|location|description|source|eventtype|isacknowledged|ownerid|applicationspecificalarmid|nttyaddrss7_address|generatedby|srcobjectid|srcobjectbusinesskey|srcobjectdisplayname|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|meantimetoclose|maxtimetoclose|mintimetoclose|count
172.25.124.244|0|9470515|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e3|Unknown|Rogue AP '04:c5:a4:66:ef:e3' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e3|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e3|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|38642|38642|38642|1
172.25.124.244|0|9470515|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e2|Unknown|Rogue AP '04:c5:a4:66:ef:e2' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e2|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e2|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|38012|38012|38012|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:ce|Unknown|Rogue AP 'c8:f9:f9:5a:f6:ce' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:ce|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:ce|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|38558|38558|38558|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:c0|Unknown|Rogue AP 'c8:f9:f9:5a:f6:c0' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:c0|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:c0|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|39009|39009|39009|1
172.25.124.244|0|9470515|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0b:00:30|Unknown|Rogue AP 'f4:ea:67:0b:00:30' is no longer detected on the network. |RogueAp!f4:ea:67:0b:00:30|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0b:00:30|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|39392|39392|39392|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|11|RogueApAlert|Rogue AP|Rogue AP c4:7d:4f:52:d4:81|Unknown|Rogue AP 'c4:7d:4f:52:d4:81' is no longer detected on the network. |RogueAp!c4:7d:4f:52:d4:81|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c4:7d:4f:52:d4:81|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|38349|38349|38349|1
172.25.124.244|0|9470515|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|13|RogueApAlert|Rogue AP|Rogue AP f4:ea:67:0a:c6:22|Unknown|Rogue AP 'f4:ea:67:0a:c6:22' is no longer detected on the network. |RogueAp!f4:ea:67:0a:c6:22|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!f4:ea:67:0a:c6:22|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|46838|46838|46838|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|13|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e2|Unknown|Rogue AP '04:c5:a4:66:ef:e2' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e2|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e2|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|45218|45218|45218|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|13|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:ce|Unknown|Rogue AP 'c8:f9:f9:5a:f6:ce' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:ce|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:ce|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|45764|45764|45764|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|13|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e3|Unknown|Rogue AP '04:c5:a4:66:ef:e3' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e3|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e3|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|45848|45848|45848|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|15|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:ce|Unknown|Rogue AP 'c8:f9:f9:5a:f6:ce' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:ce|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:ce|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|52970|52970|52970|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|15|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e2|Unknown|Rogue AP '04:c5:a4:66:ef:e2' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e2|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e2|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|52424|52424|52424|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|15|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e3|Unknown|Rogue AP '04:c5:a4:66:ef:e3' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e3|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e3|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|53054|53054|53054|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|15|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:c2|Unknown|Rogue AP 'c8:f9:f9:5a:f6:c2' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:c2|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:c2|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|54021|54021|54021|1
172.25.124.244|0|9470513|5|Cleared|3|Minor|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|15|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:c3|Unknown|Rogue AP 'c8:f9:f9:5a:f6:c3' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:c3|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:c3|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|53811|53811|53811|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|17|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:ce|Unknown|Rogue AP 'c8:f9:f9:5a:f6:ce' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:ce|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:ce|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|60176|60176|60176|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|17|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e2|Unknown|Rogue AP '04:c5:a4:66:ef:e2' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e2|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e2|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|59630|59630|59630|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|17|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e3|Unknown|Rogue AP '04:c5:a4:66:ef:e3' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e3|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e3|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|60260|60260|60260|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|19|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:ce|Unknown|Rogue AP 'c8:f9:f9:5a:f6:ce' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:ce|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:ce|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|67382|67382|67382|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|19|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e3|Unknown|Rogue AP '04:c5:a4:66:ef:e3' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e3|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e3|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|67466|67466|67466|1
172.25.124.244|0|9470515|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|19|RogueApAlert|Rogue AP|Rogue AP 04:c5:a4:66:ef:e2|Unknown|Rogue AP '04:c5:a4:66:ef:e2' is no longer detected on the network. |RogueAp!04:c5:a4:66:ef:e2|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!04:c5:a4:66:ef:e2|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|66836|66836|66836|1
172.25.124.244|0|9470513|5|Cleared|5|Cleared|2015-08-22|22|8|3|2015|34|2015|0|2015-08-22|22|8|3|2015|34|2015|21|RogueApAlert|Rogue AP|Rogue AP c8:f9:f9:5a:f6:ce|Unknown|Rogue AP 'c8:f9:f9:5a:f6:ce' is no longer detected on the network. |RogueAp!c8:f9:f9:5a:f6:ce|UNCLASSIFIED_ROGUE_AP_DETECTED|0|Unknown|RogueAp!c8:f9:f9:5a:f6:ce|172.25.124.196|Nms|0|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|74588|74588|74588|1
