1|Cisco 7609 Router
2|Cisco ASR 903 Router
3|Cisco ASR901-6CZ-FT-A Router
4|Cisco ME 3600X-24FS-M Switch
5|Cisco ME 3800X-24FS-M Switch Router
6|Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch
7|Cisco 3945E Integrated Services Router G2
8|Cisco ASR 9006 Router
9|Cisco Catalyst 6504-E Switch
