29|172.25.124.232|2|186265|181183|Module|module 7|WS-SVC-AON-1-K9 3 ports AON Module Rev. 2.0|181183_10.114.8.3|Module|zeroDotZero|Cisco Systems|SAD10300548|WS-SVC-AON-1-K9|V02|Unknown|other|0|0|0|\N|1|1899-12-31|2199-12-31
30|172.25.124.232|2|186266|181183|Module|module 8|WS-SVC-FWM-1 6 ports Firewall Module Rev. 3.0|181183_10.114.8.3|Module|cevCat6kWsSvcFwm1|Cisco Systems|SAD08330EVK|WS-SVC-FWM-1|Unknown|Unknown|ok|0|6|0|\N|1|1899-12-31|2199-12-31
31|172.25.124.232|3|186277|181181|Module|msfc sub-module of 5|WS-SUP720 MSFC3 Daughterboard Rev. 2.6|181181_10.114.8.1|Module|cevCat6kWsSup720|Cisco Systems|SAL1104F9KU|WS-SUP720|Unknown|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
32|172.25.124.232|3|186278|181181|Module|CPU of Routing Processor 5|CPU of Routing Processor|181181_10.114.8.1|Module|cevCpuCat6kWsSup720RP|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
33|172.25.124.232|3|186281|181181|Module|module 2|WS-SVC-MWAM-1 3 ports MWAM Module Rev. 3.0|181181_10.114.8.1|Module|cevCat6kMWAMBlade|Cisco Systems|SAD081000GR|WS-SVC-MWAM-1|Unknown|Unknown|ok|0|3|0|\N|1|1899-12-31|2199-12-31
34|172.25.124.232|3|186284|181181|Module|module 4|WS-X6148-RJ45V 48-port 10/100 mb RJ45 Rev. 3.0|181181_10.114.8.1|Module|cevCat6kWsx6148Rj45|Cisco Systems|SAL08207P78|WS-X6148-RJ45V|Unknown|Unknown|ok|0|48|0|\N|1|1899-12-31|2199-12-31
35|172.25.124.232|3|186286|181181|Module|sub-module of 4|WS-F6k-PWR Inline Power Module Rev. 2.0|181181_10.114.8.1|Module|cevCat6kWsf6kVpwr|Unknown|Unknown|Unknown|Unknown|Unknown|missing|0|0|0|\N|1|1899-12-31|2199-12-31
36|172.25.124.232|3|186289|181181|Module|module 5|WS-SUP720-3B 2 ports Supervisor Engine 720 Rev. 5.3|181181_10.114.8.1|Module|cevCat6kWsSup720Base|Cisco Systems|SAL1104F8H1|WS-SUP720-3B|V03|Unknown|ok|0|2|0|\N|1|1899-12-31|2199-12-31
37|172.25.124.232|3|186291|181181|Module|switching engine sub-module of 5|WS-F6K-PFC3B Policy Feature Card 3 Rev. 2.3|181181_10.114.8.1|Module|cevCat6kWsf6kpfc3b|Cisco Systems|SAL1104F9TX|WS-F6K-PFC3B|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
38|172.25.124.232|3|186292|181181|Module|CPU of Switching Processor 5|CPU of Switching Processor|181181_10.114.8.1|Module|cevCpuCat6kWsSup720SP|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
39|172.25.124.232|3|186294|181181|Module|module 8|WS-SVC-FWM-1 6 ports Firewall Module Rev. 3.0|181181_10.114.8.1|Module|cevCat6kWsSvcFwm1|Cisco Systems|SAD08330EVK|WS-SVC-FWM-1|Unknown|Unknown|ok|0|6|0|\N|1|1899-12-31|2199-12-31
40|172.25.124.232|3|186296|181181|Module|module 7|WS-SVC-AON-1-K9 3 ports AON Module Rev. 2.0|181181_10.114.8.1|Module|zeroDotZero|Cisco Systems|SAD10300548|WS-SVC-AON-1-K9|V02|Unknown|other|0|0|0|\N|1|1899-12-31|2199-12-31
41|172.25.124.232|3|186303|181181|Module|WS-C6K-VTT 1|VTT FRU 1|181181_10.114.8.1|Module|cevCat6kWsc6kvtt|Cisco Systems|NWG072302XG|WS-C6K-VTT|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
42|172.25.124.232|3|186305|181181|Module|WS-C6K-VTT 2|VTT FRU 2|181181_10.114.8.1|Module|cevCat6kWsc6kvtt|Cisco Systems|NWG072302JW|WS-C6K-VTT|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
43|172.25.124.232|3|186307|181181|Module|WS-C6K-VTT 3|VTT FRU 3|181181_10.114.8.1|Module|cevCat6kWsc6kvtt|Cisco Systems|NWG072302YF|WS-C6K-VTT|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
44|172.25.124.232|3|186309|181181|Module|CLK-7600 1|OSR-7600 Clock FRU 1|181181_10.114.8.1|Module|cevClk7600|Cisco Systems|NWG0703054A|CLK-7600|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
45|172.25.124.232|3|186311|181181|Module|CLK-7600 2|OSR-7600 Clock FRU 2|181181_10.114.8.1|Module|cevClk7600|Cisco Systems|NWG0703054A|CLK-7600|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
46|172.25.124.232|4|186321|181184|Module|subslot 0/5 transceiver 2|GE SX|181184_10.114.8.5|Module|cevSFP1000BaseSx|CISCO-FINISAR|FNS11100M89|SFP-GE-S|A|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
47|172.25.124.232|4|186325|181184|Module|subslot 0/5 transceiver 3|GE SX|181184_10.114.8.5|Module|cevSFP1000BaseSx|CISCO-AVAGO|AGM1632P1XZ|SFP-GE-S|06|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
48|172.25.124.232|4|186327|181184|Module|subslot 0/5 transceiver 5|GE T|181184_10.114.8.5|Module|cevSFP1000BaseT|CISCO-METHODE|MTC18330KCA|SP7041-E|E|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
49|172.25.124.232|4|186328|181184|Module|subslot 0/5 transceiver 1|GE SX|181184_10.114.8.5|Module|cevSFP1000BaseSx|CISCO-FINISAR|FNS15410S1B|SFP-GE-S|B|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
50|172.25.124.232|4|186330|181184|Module|subslot 0/0 transceiver 0|10GBASE-SR/SW|181184_10.114.8.5|Module|cevXFR10gMMSR|CISCO-OPNEXT|ONT1818000A|XFP-10G-MM-SR|02|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
51|172.25.124.232|4|186335|181184|Module|IM subslot 0/1|1-port Ten Gigabit Ethernet XFP Interface Module|181184_10.114.8.5|Module|cevIM1p10GeXfp|Cisco Systems Inc|FOC1730N3C4|A900-IMA1X|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
52|172.25.124.232|4|186341|181184|Module|IM subslot 0/5|8-port Gigabit Ethernet Interface Module|181184_10.114.8.5|Module|cevIM8pGeSFP|Cisco Systems Inc|FOC1752N2WE|A900-IMA8S|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
53|172.25.124.232|4|186346|181184|Module|module R0|ASR 903 Route Switch Processor 1, Base Scale, 55Gbps|181184_10.114.8.5|Module|cevModuleASR903RSP1A|Cisco Systems Inc|FOC1749N14C|A903-RSP1A-55|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
54|172.25.124.232|4|186349|181184|Module|IM subslot 0/0|1-port Ten Gigabit Ethernet XFP Interface Module|181184_10.114.8.5|Module|cevIM1p10GeXfp|Cisco Systems Inc|FOC1746N1H0|A900-IMA1X|V02|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
55|172.25.124.232|5|186370|181185|Module|IM subslot 0/0|1-port Ten Gigabit Ethernet XFP Interface Module|181185_10.114.8.6|Module|cevIM1p10GeXfp|Cisco Systems Inc|FOC1746N1H0|A900-IMA1X|V02|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
56|172.25.124.232|5|186372|181185|Module|subslot 0/0 transceiver 0|10GBASE-SR/SW|181185_10.114.8.6|Module|cevXFR10gMMSR|CISCO-OPNEXT|ONT1818000A|XFP-10G-MM-SR|02|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
57|172.25.124.232|5|186376|181185|Module|module R0|ASR 903 Route Switch Processor 1, Base Scale, 55Gbps|181185_10.114.8.6|Module|cevModuleASR903RSP1A|Cisco Systems Inc|FOC1749N14C|A903-RSP1A-55|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
58|172.25.124.232|5|186381|181185|Module|subslot 0/5 transceiver 2|GE SX|181185_10.114.8.6|Module|cevSFP1000BaseSx|CISCO-FINISAR|FNS11100M89|SFP-GE-S|A|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
59|172.25.124.232|5|186384|181185|Module|subslot 0/5 transceiver 1|GE SX|181185_10.114.8.6|Module|cevSFP1000BaseSx|CISCO-FINISAR|FNS15410S1B|SFP-GE-S|B|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
60|172.25.124.232|5|186386|181185|Module|IM subslot 0/1|1-port Ten Gigabit Ethernet XFP Interface Module|181185_10.114.8.6|Module|cevIM1p10GeXfp|Cisco Systems Inc|FOC1730N3C4|A900-IMA1X|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
61|172.25.124.232|5|186389|181185|Module|subslot 0/5 transceiver 3|GE SX|181185_10.114.8.6|Module|cevSFP1000BaseSx|CISCO-AVAGO|AGM1632P1XZ|SFP-GE-S|06|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
62|172.25.124.232|5|186391|181185|Module|subslot 0/5 transceiver 5|GE T|181185_10.114.8.6|Module|cevSFP1000BaseT|CISCO-METHODE|MTC18330KCA|SP7041-E|E|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
63|172.25.124.232|5|186407|181185|Module|IM subslot 0/5|8-port Gigabit Ethernet Interface Module|181185_10.114.8.6|Module|cevIM8pGeSFP|Cisco Systems Inc|FOC1752N2WE|A900-IMA8S|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
64|172.25.124.232|6|186418|181186|Module|A901-6CZ-FT-A Motherboard |A901-6CZ-FT-A Motherboard with Built-in 12GE, 2 10GE, 1FE, 8T1E1 |181186_10.114.8.9|Module|cevChassisASR901AC10G|Cisco|Unknown|A901-6CZ-FT-A|V02|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
65|172.25.124.232|7|186437|181187|Module|A901-6CZ-FT-A Motherboard |A901-6CZ-FT-A Motherboard with Built-in 12GE, 2 10GE, 1FE, 8T1E1 |181187_10.114.8.10|Module|cevChassisASR901AC10G|Cisco|Unknown|A901-6CZ-FT-A|V02|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
66|172.25.124.232|8|186449|181188|Module|ME-3600X-24FS-M - Fixed Module 0|ME-3600X-24FS-M - Fixed Module 0|181188_10.114.8.13|Module|cevModuleME3600X24FS|Unknown|FOC1503X0QZ|ME-3600X-24FS-M|V01|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
67|172.25.124.232|9|186494|181189|Module|ME-3600X-24FS-M - Fixed Module 0|ME-3600X-24FS-M - Fixed Module 0|181189_10.114.8.14|Module|cevModuleME3600X24FS|Unknown|FOC1503X0QZ|ME-3600X-24FS-M|V01|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
68|172.25.124.232|10|186521|181190|Module|ME-3800X-24FS-M - Fixed Module 0|ME-3800X-24FS-M - Fixed Module 0|181190_10.114.8.17|Module|cevModuleME3800X24FS|Unknown|FOC1501X5JL|ME-3800X-24FS-M|V01|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
69|172.25.124.232|11|186559|181191|Module|ME-3800X-24FS-M - Fixed Module 0|ME-3800X-24FS-M - Fixed Module 0|181191_10.114.8.18|Module|cevModuleME3800X24FS|Unknown|FOC1501X5JL|ME-3800X-24FS-M|V01|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
70|172.25.124.232|12|186604|181193|Module|Switch 1 FRU Uplink Module 1|2x1G 2x10G Uplink Module|181193_172.25.124.196|Module|cevC3KxNm10g|Unknown|FOC185143SC|C3850-NM-2-10G|V01|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
71|172.25.124.232|12|186609|181193|Module|Switch 1 Fixed Module 0|Switch 1 - WS-C3850-48P - Fixed Module 0|181193_172.25.124.196|Module|cevModuleCat385048P|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|0|0|0|\N|1|1899-12-31|2199-12-31
72|172.25.124.232|13|186626|181195|Module|Cisco Services Performance Engine 250 for Cisco 3900 ISR on Slot 0|Cisco Services Performance Engine 250 for Cisco 3900 ISR|181195_172.25.124.162|Module|cevCpu3900SPE2504ge|Cisco|FOC15223KE8|C3900-SPE250/K9|V02|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
73|172.25.124.232|13|186631|181195|Module|PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 3|PVDM3 DSP DIMM with 64 Channels|181195_172.25.124.162|Module|cevModulePVDM3c64|Cisco|FOC15211ZCJ|PVDM3-64|V01|Unknown|ok|0|0|0|\N|1|1899-12-31|2199-12-31
74|172.25.124.232|17|186633|181194|Module|module mau TenGigE0/2/CPU0/1|Multirate 10GBASE-SR, SMF|181194_172.23.222.223|Module|cevXFPmmsr|Unknown|SPC171909QD|XFP-10G-MM-SR|V02|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
75|172.25.124.232|17|186635|181194|Module|module mau 1/1/0/12|1000BASE-SX SFP (DOM), MMF, 550/220m|181194_172.23.222.223|Module|cevSFP1000BaseSx|Unknown|FNS16401CSE|SFP-GE-S|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
76|172.25.124.232|17|186638|181194|Module|module mau ControlEthernet0/RSP0/CPU0/S0/12|1000BASE-SX SFP (DOM), MMF, 550/220m|181194_172.23.222.223|Module|cevSFP1000BaseSx|Unknown|FNS15410SAY|SFP-GE-S|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
77|172.25.124.232|17|186640|181194|Module|module 0/1/1|ASR 9000 4-port 10GE Modular Port Adapter|181194_172.23.222.223|Module|cevMpa4X10GE|Cisco Systems Inc.|FOC160683V9|A9K-MPA-4X10GE|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
78|172.25.124.232|17|186641|181194|Module|module mau 1/1/0/19|Unknown|181194_172.23.222.223|Module|cevXFPUnknown|Unknown|FNS0922M013|Unknown|Unknown|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
79|172.25.124.232|17|186642|181194|Module|daughtercard 0/2/CPU0| 4 Port Ten Gigabit Ethernet Daughter board |181194_172.23.222.223|Module|cevModuleASR9KLCDb|Unknown|FOC13158037|A9K-4T-B|V01|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
80|172.25.124.232|17|186645|181194|Module|module 0/1/CPU0|80G Modular Linecard, Packet Transport Optimized|181194_172.23.222.223|Module|cevModuleA9KMOD80TR|Cisco Systems Inc.|FOC160381KQ|A9K-MOD80-TR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
81|172.25.124.232|17|186648|181194|Module|daughtercard 0/1/CPU0| Modular Linecard Daughter board |181194_172.23.222.223|Module|cevModuleASR9KLCDb|Unknown|FOC160381KQ|A9K-MOD80-TR|V01|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
82|172.25.124.232|17|186649|181194|Module|module 0/1/CPU0|Line Card host |181194_172.23.222.223|Module|cevModuleASR9KHost|Unknown|Unknown|Unknown|N/A|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
83|172.25.124.232|17|186651|181194|Module|module mau 1/1/1/2|Multirate 10GBASE-SR, SMF|181194_172.23.222.223|Module|cevXFPmmsr|Unknown|FNS13350058|XFP-10G-MM-SR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
84|172.25.124.232|17|186652|181194|Module|module 0/2/CPU0|Line Card host |181194_172.23.222.223|Module|cevModuleASR9KHost|Unknown|Unknown|Unknown|N/A|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
85|172.25.124.232|17|186655|181194|Module|module mau TenGigE0/2/CPU0/0|Multirate 10GBASE-SR, SMF|181194_172.23.222.223|Module|cevXFPmmsr|Unknown|FNS132500PF|XFP-10G-MM-SR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
86|172.25.124.232|17|186657|181194|Module|module 1/RSP0/CPU0|ASR9K Route Switch Processor with 440G/slot Fabric and 6GB|181194_172.23.222.223|Module|cevModuleA9KRsp440Tr|Cisco Systems Inc.|FOC16058D0Q|A9K-RSP440-TR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
87|172.25.124.232|17|186659|181194|Module|module 1/RSP0/CPU0|RSP Card host |181194_172.23.222.223|Module|cevModuleASR9KHost|Unknown|Unknown|Unknown|Unknown|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
88|172.25.124.232|17|186661|181194|Module|module mau 1/1/0/9|GE T|181194_172.23.222.223|Module|cevXFPUnknown|Unknown|MTC163400CG|Unknown|Unknown|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
89|172.25.124.232|17|186663|181194|Module|module mau 1/1/0/1|1000BASE-SX SFP (DOM), MMF, 550/220m|181194_172.23.222.223|Module|cevSFP1000BaseSx|Unknown|AGM1539P13X|SFP-GE-S|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
90|172.25.124.232|17|186664|181194|Module|module mau 1/1/1/3|Multirate 10GBASE-SR, SMF|181194_172.23.222.223|Module|cevXFPmmsr|Unknown|ONT1302109E|XFP-10G-MM-SR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
91|172.25.124.232|17|186669|181194|Module|module 1/1/CPU0|80G Modular Linecard, Packet Transport Optimized|181194_172.23.222.223|Module|cevModuleA9KMOD80TR|Cisco Systems Inc.|FOC160381FA|A9K-MOD80-TR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
92|172.25.124.232|17|186671|181194|Module|module 1/1/1|ASR 9000 4-port 10GE Modular Port Adapter|181194_172.23.222.223|Module|cevMpa4X10GE|Cisco Systems Inc.|FOC160683QW|A9K-MPA-4X10GE|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
93|172.25.124.232|17|186674|181194|Module|module 1/1/0|ASR 9000 20-port 1GE Modular Port Adapter|181194_172.23.222.223|Module|cevMpa20X1GE|Cisco Systems Inc.|FOC160381L7|A9K-MPA-20X1GE|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
94|172.25.124.232|17|186675|181194|Module|daughtercard 1/1/CPU0| Modular Linecard Daughter board |181194_172.23.222.223|Module|cevModuleASR9KLCDb|Unknown|FOC160381FA|A9K-MOD80-TR|V01|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
95|172.25.124.232|17|186676|181194|Module|module 1/1/CPU0|Line Card host |181194_172.23.222.223|Module|cevModuleASR9KHost|Unknown|Unknown|Unknown|N/A|Unknown|unknown|0|0|0|\N|1|1899-12-31|2199-12-31
96|172.25.124.232|17|186678|181194|Module|module mau 0/1/1/2|Multirate 10GBASE-SR, SMF|181194_172.23.222.223|Module|cevXFPmmsr|Unknown|FNS14261Z1L|XFP-10G-MM-SR|V01|Unknown|enabled|0|0|0|\N|1|1899-12-31|2199-12-31
