event_key|data_source_id|event_id|device_type1_key|authentityid|alarmforevents_id|severity_number|severity|notificationdate|notificationtimestamp|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|second|time_key|classname|category|displayname|description|source|eventtype|nttyaddrss7_address|generatedby|elementname|srcobjectid|srcobjectbusinesskey|srcobjectdisplayname|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|count
1539|172.25.124.232|3605|0|181183|247253|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|10.114.8.3|Port 'GigabitEthernet2/2' is down on device '10.114.8.3'.|10.114.8.3|LINK_DOWN|10.114.8.3|Wired Switch|GigabitEthernet2/2|187460|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1567|172.25.124.232|3633|0|181182|247259|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|10.114.8.2|Port 'GigabitEthernet2/2' is down on device '10.114.8.2'.|10.114.8.2|LINK_DOWN|10.114.8.2|Wired Switch|GigabitEthernet2/2|187316|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1559|172.25.124.232|3625|0|181190|247273|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.17|Port 'null' is down on device '10.114.8.17'.|10.114.8.17|LINK_DOWN|10.114.8.17|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1562|172.25.124.232|3628|0|181189|247274|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.14|Port 'Vlan1' is down on device '10.114.8.14'.|10.114.8.14|LINK_DOWN|10.114.8.14|Wired Switch|Vlan1|187889|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1563|172.25.124.232|3629|0|181189|247275|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.14|Port 'null' is down on device '10.114.8.14'.|10.114.8.14|LINK_DOWN|10.114.8.14|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1555|172.25.124.232|3621|0|181191|247271|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.18|Port 'null' is down on device '10.114.8.18'.|10.114.8.18|LINK_DOWN|10.114.8.18|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1554|172.25.124.232|3620|0|181191|247270|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.18|Port 'Vlan1' is down on device '10.114.8.18'.|10.114.8.18|LINK_DOWN|10.114.8.18|Wired Switch|Vlan1|188027|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1579|172.25.124.232|3645|0|181188|247279|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.13|Port 'null' is down on device '10.114.8.13'.|10.114.8.13|LINK_DOWN|10.114.8.13|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1578|172.25.124.232|3644|0|181188|247278|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.13|Port 'Vlan1' is down on device '10.114.8.13'.|10.114.8.13|LINK_DOWN|10.114.8.13|Wired Switch|Vlan1|187835|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1558|172.25.124.232|3624|0|181190|247272|1|Critical|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|10.114.8.17|Port 'Vlan1' is down on device '10.114.8.17'.|10.114.8.17|LINK_DOWN|10.114.8.17|Wired Switch|Vlan1|187971|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1505|172.25.124.232|3571|0|181181|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.1|Cold start. Device '10.114.8.1'. |10.114.8.1|COLD_START|10.114.8.1|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1527|172.25.124.232|3593|0|181189|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.14|Cold start. Device '10.114.8.14'. |10.114.8.14|COLD_START|10.114.8.14|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1529|172.25.124.232|3595|0|181187|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.10|Cold start. Device '10.114.8.10'. |10.114.8.10|COLD_START|10.114.8.10|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1524|172.25.124.232|3590|0|181188|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.13|Cold start. Device '10.114.8.13'. |10.114.8.13|COLD_START|10.114.8.13|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1531|172.25.124.232|3597|0|181185|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.6|Cold start. Device '10.114.8.6'. |10.114.8.6|COLD_START|10.114.8.6|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1532|172.25.124.232|3598|0|181191|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.18|Cold start. Device '10.114.8.18'. |10.114.8.18|COLD_START|10.114.8.18|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1523|172.25.124.232|3589|0|181190|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.17|Cold start. Device '10.114.8.17'. |10.114.8.17|COLD_START|10.114.8.17|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1535|172.25.124.232|3601|0|181184|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.5|Cold start. Device '10.114.8.5'. |10.114.8.5|COLD_START|10.114.8.5|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1513|172.25.124.232|3579|0|181186|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.9|Cold start. Device '10.114.8.9'. |10.114.8.9|COLD_START|10.114.8.9|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1520|172.25.124.232|3586|0|181183|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.3|Cold start. Device '10.114.8.3'. |10.114.8.3|COLD_START|10.114.8.3|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1517|172.25.124.232|3583|0|181182|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.2|Cold start. Device '10.114.8.2'. |10.114.8.2|COLD_START|10.114.8.2|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1528|172.25.124.232|3594|0|181189|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.14|Warm start. Device '10.114.8.14'. |10.114.8.14|WARM_START|10.114.8.14|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1515|172.25.124.232|3581|0|181186|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.9|Warm start. Device '10.114.8.9'. |10.114.8.9|WARM_START|10.114.8.9|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1530|172.25.124.232|3596|0|181187|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.10|Warm start. Device '10.114.8.10'. |10.114.8.10|WARM_START|10.114.8.10|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1526|172.25.124.232|3592|0|181190|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.17|Warm start. Device '10.114.8.17'. |10.114.8.17|WARM_START|10.114.8.17|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1533|172.25.124.232|3599|0|181185|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.6|Warm start. Device '10.114.8.6'. |10.114.8.6|WARM_START|10.114.8.6|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1534|172.25.124.232|3600|0|181191|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.18|Warm start. Device '10.114.8.18'. |10.114.8.18|WARM_START|10.114.8.18|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1536|172.25.124.232|3602|0|181184|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.5|Warm start. Device '10.114.8.5'. |10.114.8.5|WARM_START|10.114.8.5|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1507|172.25.124.232|3573|0|181181|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.1|Warm start. Device '10.114.8.1'. |10.114.8.1|WARM_START|10.114.8.1|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1525|172.25.124.232|3591|0|181188|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.13|Warm start. Device '10.114.8.13'. |10.114.8.13|WARM_START|10.114.8.13|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1521|172.25.124.232|3587|0|181183|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.3|Warm start. Device '10.114.8.3'. |10.114.8.3|WARM_START|10.114.8.3|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1522|172.25.124.232|3588|0|181182|0|6|Information|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switch|10.114.8.2|Warm start. Device '10.114.8.2'. |10.114.8.2|WARM_START|10.114.8.2|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1509|172.25.124.232|3575|0|181182|247248|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.2|Device '10.114.8.2'. Authentication failed for request from 'Unknown'.|10.114.8.2|SWT_AUTH_FAIL|10.114.8.2|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1508|172.25.124.232|3574|0|181183|247247|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.3|Device '10.114.8.3'. Authentication failed for request from 'Unknown'.|10.114.8.3|SWT_AUTH_FAIL|10.114.8.3|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1506|172.25.124.232|3572|0|181186|247263|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.9|Device '10.114.8.9'. Authentication failed for request from 'Unknown'.|10.114.8.9|SWT_AUTH_FAIL|10.114.8.9|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1504|172.25.124.232|3570|0|181181|247250|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.1|Device '10.114.8.1'. Authentication failed for request from 'Unknown'.|10.114.8.1|SWT_AUTH_FAIL|10.114.8.1|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1519|172.25.124.232|3585|0|181184|247249|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.5|Device '10.114.8.5'. Authentication failed for request from 'Unknown'.|10.114.8.5|SWT_AUTH_FAIL|10.114.8.5|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1518|172.25.124.232|3584|0|181185|247251|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.6|Device '10.114.8.6'. Authentication failed for request from 'Unknown'.|10.114.8.6|SWT_AUTH_FAIL|10.114.8.6|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1514|172.25.124.232|3580|0|181187|247266|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Routers|Cisco_10.114.8.10|Device '10.114.8.10'. Authentication failed for request from 'Unknown'.|10.114.8.10|SWT_AUTH_FAIL|10.114.8.10|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1511|172.25.124.232|3577|0|181190|247262|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|Cisco_10.114.8.17|Device '10.114.8.17'. Authentication failed for request from 'Unknown'.|10.114.8.17|SWT_AUTH_FAIL|10.114.8.17|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1512|172.25.124.232|3578|0|181189|247264|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|Cisco_10.114.8.14|Device '10.114.8.14'. Authentication failed for request from 'Unknown'.|10.114.8.14|SWT_AUTH_FAIL|10.114.8.14|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1516|172.25.124.232|3582|0|181191|247265|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|Cisco_10.114.8.18|Device '10.114.8.18'. Authentication failed for request from 'Unknown'.|10.114.8.18|SWT_AUTH_FAIL|10.114.8.18|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1510|172.25.124.232|3576|0|181188|247267|3|Minor|2015-08-26|2015-08-26 18:14:21|26|8|3|2015|35|2015|18|14|21|65662|WiredWirelessEvent|Switches and Hubs|Cisco_10.114.8.13|Device '10.114.8.13'. Authentication failed for request from 'Unknown'.|10.114.8.13|SWT_AUTH_FAIL|10.114.8.13|Wired Switch|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1537|172.25.124.232|3603|0|0|247674|2|Major|2015-08-26|2015-08-26 18:14:27|26|8|3|2015|35|2015|18|14|27|65668|WiredWirelessEvent|System|NCS-ConfigArchive|Config Archive Failed for the Device : 10.114.8.5|NCS-ConfigArchive(172.25.124.232)|SYSTEM_MONITOR|172.25.124.232|SYSTEM_MONITOR|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1582|172.25.124.232|3648|0|0|247674|2|Major|2015-08-26|2015-08-26 18:16:11|26|8|3|2015|35|2015|18|16|11|65772|WiredWirelessEvent|System|NCS-ConfigArchive|Config Archive Failed for the Device : 10.114.8.14|NCS-ConfigArchive(172.25.124.232)|SYSTEM_MONITOR|172.25.124.232|SYSTEM_MONITOR|Unknown|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1627|172.25.124.232|3693|0|181186|247268|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.9|Port 'GigabitEthernet0/8' is up on device '10.114.8.9'.|10.114.8.9|LINK_UP|10.114.8.9|Wired Switch|GigabitEthernet0/8|187761|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1628|172.25.124.232|3694|0|181186|247269|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.9|Port 'GigabitEthernet0/9' is up on device '10.114.8.9'.|10.114.8.9|LINK_UP|10.114.8.9|Wired Switch|GigabitEthernet0/9|187760|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1623|172.25.124.232|3689|0|181181|247254|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.1|Port 'GigabitEthernet2/1' is up on device '10.114.8.1'.|10.114.8.1|LINK_UP|10.114.8.1|Wired Switch|GigabitEthernet2/1|187566|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1624|172.25.124.232|3690|0|181181|247255|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.1|Port 'GigabitEthernet2/2' is up on device '10.114.8.1'.|10.114.8.1|LINK_UP|10.114.8.1|Wired Switch|GigabitEthernet2/2|187565|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1631|172.25.124.232|3697|0|181184|247256|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.5|Port 'TenGigabitEthernet0/0/0' is up on device '10.114.8.5'.|10.114.8.5|LINK_UP|10.114.8.5|Wired Switch|TenGigabitEthernet0/0/0|187741|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1632|172.25.124.232|3698|0|181184|247257|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.5|Port 'TenGigabitEthernet0/1/0' is up on device '10.114.8.5'.|10.114.8.5|LINK_UP|10.114.8.5|Wired Switch|TenGigabitEthernet0/1/0|187726|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1647|172.25.124.232|3713|0|181182|247258|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.2|Port 'GigabitEthernet2/1' is up on device '10.114.8.2'.|10.114.8.2|LINK_UP|10.114.8.2|Wired Switch|GigabitEthernet2/1|187315|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1648|172.25.124.232|3714|0|181182|247259|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.2|Port 'GigabitEthernet2/2' is up on device '10.114.8.2'.|10.114.8.2|LINK_UP|10.114.8.2|Wired Switch|GigabitEthernet2/2|187316|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1651|172.25.124.232|3717|0|181187|247276|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.10|Port 'GigabitEthernet0/8' is up on device '10.114.8.10'.|10.114.8.10|LINK_UP|10.114.8.10|Wired Switch|GigabitEthernet0/8|187801|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1652|172.25.124.232|3718|0|181187|247277|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.10|Port 'GigabitEthernet0/9' is up on device '10.114.8.10'.|10.114.8.10|LINK_UP|10.114.8.10|Wired Switch|GigabitEthernet0/9|187794|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1619|172.25.124.232|3685|0|181183|247252|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.3|Port 'GigabitEthernet2/1' is up on device '10.114.8.3'.|10.114.8.3|LINK_UP|10.114.8.3|Wired Switch|GigabitEthernet2/1|187459|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1620|172.25.124.232|3686|0|181183|247253|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.3|Port 'GigabitEthernet2/2' is up on device '10.114.8.3'.|10.114.8.3|LINK_UP|10.114.8.3|Wired Switch|GigabitEthernet2/2|187460|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1656|172.25.124.232|3722|0|181185|247261|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.6|Port 'TenGigabitEthernet0/1/0' is up on device '10.114.8.6'.|10.114.8.6|LINK_UP|10.114.8.6|Wired Switch|TenGigabitEthernet0/1/0|187751|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1655|172.25.124.232|3721|0|181185|247260|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Routers|10.114.8.6|Port 'TenGigabitEthernet0/0/0' is up on device '10.114.8.6'.|10.114.8.6|LINK_UP|10.114.8.6|Wired Switch|TenGigabitEthernet0/0/0|187750|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1640|172.25.124.232|3706|0|181190|247273|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.17|Port 'null' is up on device '10.114.8.17'.|10.114.8.17|LINK_UP|10.114.8.17|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1639|172.25.124.232|3705|0|181190|247272|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.17|Port 'Vlan1' is up on device '10.114.8.17'.|10.114.8.17|LINK_UP|10.114.8.17|Wired Switch|Vlan1|187971|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1659|172.25.124.232|3725|0|181188|247278|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.13|Port 'Vlan1' is up on device '10.114.8.13'.|10.114.8.13|LINK_UP|10.114.8.13|Wired Switch|Vlan1|187835|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1660|172.25.124.232|3726|0|181188|247279|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.13|Port 'null' is up on device '10.114.8.13'.|10.114.8.13|LINK_UP|10.114.8.13|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1644|172.25.124.232|3710|0|181189|247275|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.14|Port 'null' is up on device '10.114.8.14'.|10.114.8.14|LINK_UP|10.114.8.14|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1643|172.25.124.232|3709|0|181189|247274|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.14|Port 'Vlan1' is up on device '10.114.8.14'.|10.114.8.14|LINK_UP|10.114.8.14|Wired Switch|Vlan1|187889|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
1636|172.25.124.232|3702|0|181191|247271|5|Cleared|2015-08-26|2015-08-26 18:19:22|26|8|3|2015|35|2015|18|19|22|65963|WiredWirelessEvent|Switches and Hubs|10.114.8.18|Port 'null' is up on device '10.114.8.18'.|10.114.8.18|LINK_UP|10.114.8.18|Wired Switch|Unknown Interface|0|Unknown|NA|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|1
