date_key,year,week_number,month_number,day_in_month,quarter_number,day_end_date,year_for_week
603,2016,15,4,17,2,2016-04-17,2016
604,2016,16,4,18,2,2016-04-18,2016
605,2016,16,4,19,2,2016-04-19,2016
606,2016,16,4,20,2,2016-04-20,2016
607,2016,16,4,21,2,2016-04-21,2016
608,2016,16,4,22,2,2016-04-22,2016
609,2016,16,4,23,2,2016-04-23,2016
610,2016,16,4,24,2,2016-04-24,2016
611,2016,17,4,25,2,2016-04-25,2016
612,2016,17,4,26,2,2016-04-26,2016
613,2016,17,4,27,2,2016-04-27,2016
614,2016,17,4,28,2,2016-04-28,2016
615,2016,17,4,29,2,2016-04-29,2016
616,2016,17,4,30,2,2016-04-30,2016
617,2016,17,5,1,2,2016-05-01,2016
618,2016,18,5,2,2,2016-05-02,2016
619,2016,18,5,3,2,2016-05-03,2016
620,2016,18,5,4,2,2016-05-04,2016
621,2016,18,5,5,2,2016-05-05,2016
622,2016,18,5,6,2,2016-05-06,2016
623,2016,18,5,7,2,2016-05-07,2016
624,2016,18,5,8,2,2016-05-08,2016
625,2016,19,5,9,2,2016-05-09,2016
626,2016,19,5,10,2,2016-05-10,2016
627,2016,19,5,11,2,2016-05-11,2016
628,2016,19,5,12,2,2016-05-12,2016
629,2016,19,5,13,2,2016-05-13,2016
630,2016,19,5,14,2,2016-05-14,2016
631,2016,19,5,15,2,2016-05-15,2016
632,2016,20,5,16,2,2016-05-16,2016
633,2016,20,5,17,2,2016-05-17,2016
634,2016,20,5,18,2,2016-05-18,2016
635,2016,20,5,19,2,2016-05-19,2016
636,2016,20,5,20,2,2016-05-20,2016
637,2016,20,5,21,2,2016-05-21,2016
638,2016,20,5,22,2,2016-05-22,2016
639,2016,21,5,23,2,2016-05-23,2016
640,2016,21,5,24,2,2016-05-24,2016
641,2016,21,5,25,2,2016-05-25,2016
642,2016,21,5,26,2,2016-05-26,2016
643,2016,21,5,27,2,2016-05-27,2016
644,2016,21,5,28,2,2016-05-28,2016
645,2016,21,5,29,2,2016-05-29,2016
646,2016,22,5,30,2,2016-05-30,2016
647,2016,22,5,31,2,2016-05-31,2016
648,2016,22,6,1,2,2016-06-01,2016
649,2016,22,6,2,2,2016-06-02,2016
650,2016,22,6,3,2,2016-06-03,2016
651,2016,22,6,4,2,2016-06-04,2016
652,2016,22,6,5,2,2016-06-05,2016
653,2016,23,6,6,2,2016-06-06,2016
654,2016,23,6,7,2,2016-06-07,2016
655,2016,23,6,8,2,2016-06-08,2016
656,2016,23,6,9,2,2016-06-09,2016
657,2016,23,6,10,2,2016-06-10,2016
658,2016,23,6,11,2,2016-06-11,2016
659,2016,23,6,12,2,2016-06-12,2016
660,2016,24,6,13,2,2016-06-13,2016
661,2016,24,6,14,2,2016-06-14,2016
662,2016,24,6,15,2,2016-06-15,2016
663,2016,24,6,16,2,2016-06-16,2016
664,2016,24,6,17,2,2016-06-17,2016
665,2016,24,6,18,2,2016-06-18,2016
666,2016,24,6,19,2,2016-06-19,2016
667,2016,25,6,20,2,2016-06-20,2016
668,2016,25,6,21,2,2016-06-21,2016
669,2016,25,6,22,2,2016-06-22,2016
670,2016,25,6,23,2,2016-06-23,2016
671,2016,25,6,24,2,2016-06-24,2016
672,2016,25,6,25,2,2016-06-25,2016
673,2016,25,6,26,2,2016-06-26,2016
674,2016,26,6,27,2,2016-06-27,2016
675,2016,26,6,28,2,2016-06-28,2016
676,2016,26,6,29,2,2016-06-29,2016
677,2016,26,6,30,2,2016-06-30,2016
678,2016,26,7,1,3,2016-07-01,2016
679,2016,26,7,2,3,2016-07-02,2016
680,2016,26,7,3,3,2016-07-03,2016
681,2016,27,7,4,3,2016-07-04,2016
682,2016,27,7,5,3,2016-07-05,2016
683,2016,27,7,6,3,2016-07-06,2016
684,2016,27,7,7,3,2016-07-07,2016
685,2016,27,7,8,3,2016-07-08,2016
686,2016,27,7,9,3,2016-07-09,2016
687,2016,27,7,10,3,2016-07-10,2016
688,2016,28,7,11,3,2016-07-11,2016
689,2016,28,7,12,3,2016-07-12,2016
690,2016,28,7,13,3,2016-07-13,2016
691,2016,28,7,14,3,2016-07-14,2016
692,2016,28,7,15,3,2016-07-15,2016
693,2016,28,7,16,3,2016-07-16,2016
694,2016,28,7,17,3,2016-07-17,2016
695,2016,29,7,18,3,2016-07-18,2016
696,2016,29,7,19,3,2016-07-19,2016
697,2016,29,7,20,3,2016-07-20,2016
698,2016,29,7,21,3,2016-07-21,2016
699,2016,29,7,22,3,2016-07-22,2016
700,2016,29,7,23,3,2016-07-23,2016
701,2016,29,7,24,3,2016-07-24,2016
702,2016,30,7,25,3,2016-07-25,2016
703,2016,30,7,26,3,2016-07-26,2016
704,2016,30,7,27,3,2016-07-27,2016
705,2016,30,7,28,3,2016-07-28,2016
706,2016,30,7,29,3,2016-07-29,2016
707,2016,30,7,30,3,2016-07-30,2016
708,2016,30,7,31,3,2016-07-31,2016
709,2016,31,8,1,3,2016-08-01,2016
710,2016,31,8,2,3,2016-08-02,2016
711,2016,31,8,3,3,2016-08-03,2016
712,2016,31,8,4,3,2016-08-04,2016
713,2016,31,8,5,3,2016-08-05,2016
714,2016,31,8,6,3,2016-08-06,2016
715,2016,31,8,7,3,2016-08-07,2016
716,2016,32,8,8,3,2016-08-08,2016
717,2016,32,8,9,3,2016-08-09,2016
718,2016,32,8,10,3,2016-08-10,2016
719,2016,32,8,11,3,2016-08-11,2016
720,2016,32,8,12,3,2016-08-12,2016
721,2016,32,8,13,3,2016-08-13,2016
722,2016,32,8,14,3,2016-08-14,2016
723,2016,33,8,15,3,2016-08-15,2016
724,2016,33,8,16,3,2016-08-16,2016
725,2016,33,8,17,3,2016-08-17,2016
726,2016,33,8,18,3,2016-08-18,2016
727,2016,33,8,19,3,2016-08-19,2016
728,2016,33,8,20,3,2016-08-20,2016
729,2016,33,8,21,3,2016-08-21,2016
730,2016,34,8,22,3,2016-08-22,2016
731,2016,34,8,23,3,2016-08-23,2016
732,2016,34,8,24,3,2016-08-24,2016
733,2016,34,8,25,3,2016-08-25,2016
734,2016,34,8,26,3,2016-08-26,2016
735,2016,34,8,27,3,2016-08-27,2016
736,2016,34,8,28,3,2016-08-28,2016
737,2016,35,8,29,3,2016-08-29,2016
738,2016,35,8,30,3,2016-08-30,2016
739,2016,35,8,31,3,2016-08-31,2016
740,2016,35,9,1,3,2016-09-01,2016
741,2016,35,9,2,3,2016-09-02,2016
742,2016,35,9,3,3,2016-09-03,2016
743,2016,35,9,4,3,2016-09-04,2016
744,2016,36,9,5,3,2016-09-05,2016
745,2016,36,9,6,3,2016-09-06,2016
746,2016,36,9,7,3,2016-09-07,2016
747,2016,36,9,8,3,2016-09-08,2016
748,2016,36,9,9,3,2016-09-09,2016
749,2016,36,9,10,3,2016-09-10,2016
750,2016,36,9,11,3,2016-09-11,2016
751,2016,37,9,12,3,2016-09-12,2016
752,2016,37,9,13,3,2016-09-13,2016
753,2016,37,9,14,3,2016-09-14,2016
754,2016,37,9,15,3,2016-09-15,2016
755,2016,37,9,16,3,2016-09-16,2016
756,2016,37,9,17,3,2016-09-17,2016
757,2016,37,9,18,3,2016-09-18,2016
758,2016,38,9,19,3,2016-09-19,2016
759,2016,38,9,20,3,2016-09-20,2016
760,2016,38,9,21,3,2016-09-21,2016
761,2016,38,9,22,3,2016-09-22,2016
762,2016,38,9,23,3,2016-09-23,2016
763,2016,38,9,24,3,2016-09-24,2016
764,2016,38,9,25,3,2016-09-25,2016
765,2016,39,9,26,3,2016-09-26,2016
766,2016,39,9,27,3,2016-09-27,2016
767,2016,39,9,28,3,2016-09-28,2016
768,2016,39,9,29,3,2016-09-29,2016
769,2016,39,9,30,3,2016-09-30,2016
770,2016,39,10,1,4,2016-10-01,2016
771,2016,39,10,2,4,2016-10-02,2016
772,2016,40,10,3,4,2016-10-03,2016
773,2016,40,10,4,4,2016-10-04,2016
774,2016,40,10,5,4,2016-10-05,2016
775,2016,40,10,6,4,2016-10-06,2016
776,2016,40,10,7,4,2016-10-07,2016
777,2016,40,10,8,4,2016-10-08,2016
778,2016,40,10,9,4,2016-10-09,2016
779,2016,41,10,10,4,2016-10-10,2016
780,2016,41,10,11,4,2016-10-11,2016
781,2016,41,10,12,4,2016-10-12,2016
782,2016,41,10,13,4,2016-10-13,2016
783,2016,41,10,14,4,2016-10-14,2016
784,2016,41,10,15,4,2016-10-15,2016
785,2016,41,10,16,4,2016-10-16,2016
786,2016,42,10,17,4,2016-10-17,2016
787,2016,42,10,18,4,2016-10-18,2016
788,2016,42,10,19,4,2016-10-19,2016
789,2016,42,10,20,4,2016-10-20,2016
790,2016,42,10,21,4,2016-10-21,2016
791,2016,42,10,22,4,2016-10-22,2016
792,2016,42,10,23,4,2016-10-23,2016
793,2016,43,10,24,4,2016-10-24,2016
794,2016,43,10,25,4,2016-10-25,2016
795,2016,43,10,26,4,2016-10-26,2016
796,2016,43,10,27,4,2016-10-27,2016
797,2016,43,10,28,4,2016-10-28,2016
798,2016,43,10,29,4,2016-10-29,2016
799,2016,43,10,30,4,2016-10-30,2016
800,2016,44,10,31,4,2016-10-31,2016
801,2016,44,11,1,4,2016-11-01,2016
802,2016,44,11,2,4,2016-11-02,2016
803,2016,44,11,3,4,2016-11-03,2016
804,2016,44,11,4,4,2016-11-04,2016
805,2016,44,11,5,4,2016-11-05,2016
806,2016,44,11,6,4,2016-11-06,2016
807,2016,45,11,7,4,2016-11-07,2016
808,2016,45,11,8,4,2016-11-08,2016
809,2016,45,11,9,4,2016-11-09,2016
810,2016,45,11,10,4,2016-11-10,2016
811,2016,45,11,11,4,2016-11-11,2016
812,2016,45,11,12,4,2016-11-12,2016
813,2016,45,11,13,4,2016-11-13,2016
814,2016,46,11,14,4,2016-11-14,2016
815,2016,46,11,15,4,2016-11-15,2016
816,2016,46,11,16,4,2016-11-16,2016
817,2016,46,11,17,4,2016-11-17,2016
818,2016,46,11,18,4,2016-11-18,2016
819,2016,46,11,19,4,2016-11-19,2016
820,2016,46,11,20,4,2016-11-20,2016
821,2016,47,11,21,4,2016-11-21,2016
822,2016,47,11,22,4,2016-11-22,2016
823,2016,47,11,23,4,2016-11-23,2016
824,2016,47,11,24,4,2016-11-24,2016
825,2016,47,11,25,4,2016-11-25,2016
826,2016,47,11,26,4,2016-11-26,2016
827,2016,47,11,27,4,2016-11-27,2016
828,2016,48,11,28,4,2016-11-28,2016
829,2016,48,11,29,4,2016-11-29,2016
830,2016,48,11,30,4,2016-11-30,2016
831,2016,48,12,1,4,2016-12-01,2016
832,2016,48,12,2,4,2016-12-02,2016
833,2016,48,12,3,4,2016-12-03,2016
834,2016,48,12,4,4,2016-12-04,2016
835,2016,49,12,5,4,2016-12-05,2016
836,2016,49,12,6,4,2016-12-06,2016
837,2016,49,12,7,4,2016-12-07,2016
838,2016,49,12,8,4,2016-12-08,2016
839,2016,49,12,9,4,2016-12-09,2016
840,2016,49,12,10,4,2016-12-10,2016
841,2016,49,12,11,4,2016-12-11,2016
842,2016,50,12,12,4,2016-12-12,2016
843,2016,50,12,13,4,2016-12-13,2016
844,2016,50,12,14,4,2016-12-14,2016
845,2016,50,12,15,4,2016-12-15,2016
846,2016,50,12,16,4,2016-12-16,2016
847,2016,50,12,17,4,2016-12-17,2016
848,2016,50,12,18,4,2016-12-18,2016
849,2016,51,12,19,4,2016-12-19,2016
850,2016,51,12,20,4,2016-12-20,2016
851,2016,51,12,21,4,2016-12-21,2016
852,2016,51,12,22,4,2016-12-22,2016
853,2016,51,12,23,4,2016-12-23,2016
854,2016,51,12,24,4,2016-12-24,2016
855,2016,51,12,25,4,2016-12-25,2016
856,2016,52,12,26,4,2016-12-26,2016
857,2016,52,12,27,4,2016-12-27,2016
858,2016,52,12,28,4,2016-12-28,2016
859,2016,52,12,29,4,2016-12-29,2016
860,2016,52,12,30,4,2016-12-30,2016
861,2016,52,12,31,4,2016-12-31,2016
862,2017,52,1,1,1,2017-01-01,2016
863,2017,1,1,2,1,2017-01-02,2017
864,2017,1,1,3,1,2017-01-03,2017
865,2017,1,1,4,1,2017-01-04,2017
866,2017,1,1,5,1,2017-01-05,2017
867,2017,1,1,6,1,2017-01-06,2017
868,2017,1,1,7,1,2017-01-07,2017
869,2017,1,1,8,1,2017-01-08,2017
870,2017,2,1,9,1,2017-01-09,2017
871,2017,2,1,10,1,2017-01-10,2017
872,2017,2,1,11,1,2017-01-11,2017
873,2017,2,1,12,1,2017-01-12,2017
874,2017,2,1,13,1,2017-01-13,2017
875,2017,2,1,14,1,2017-01-14,2017
876,2017,2,1,15,1,2017-01-15,2017
877,2017,3,1,16,1,2017-01-16,2017
878,2017,3,1,17,1,2017-01-17,2017
879,2017,3,1,18,1,2017-01-18,2017
880,2017,3,1,19,1,2017-01-19,2017
881,2017,3,1,20,1,2017-01-20,2017
882,2017,3,1,21,1,2017-01-21,2017
883,2017,3,1,22,1,2017-01-22,2017
884,2017,4,1,23,1,2017-01-23,2017
885,2017,4,1,24,1,2017-01-24,2017
886,2017,4,1,25,1,2017-01-25,2017
887,2017,4,1,26,1,2017-01-26,2017
888,2017,4,1,27,1,2017-01-27,2017
889,2017,4,1,28,1,2017-01-28,2017
890,2017,4,1,29,1,2017-01-29,2017
891,2017,5,1,30,1,2017-01-30,2017
892,2017,5,1,31,1,2017-01-31,2017
893,2017,5,2,1,1,2017-02-01,2017
894,2017,5,2,2,1,2017-02-02,2017
895,2017,5,2,3,1,2017-02-03,2017
896,2017,5,2,4,1,2017-02-04,2017
897,2017,5,2,5,1,2017-02-05,2017
898,2017,6,2,6,1,2017-02-06,2017
899,2017,6,2,7,1,2017-02-07,2017
900,2017,6,2,8,1,2017-02-08,2017
901,2017,6,2,9,1,2017-02-09,2017
902,2017,6,2,10,1,2017-02-10,2017
903,2017,6,2,11,1,2017-02-11,2017
904,2017,6,2,12,1,2017-02-12,2017
905,2017,7,2,13,1,2017-02-13,2017
906,2017,7,2,14,1,2017-02-14,2017
907,2017,7,2,15,1,2017-02-15,2017
908,2017,7,2,16,1,2017-02-16,2017
909,2017,7,2,17,1,2017-02-17,2017
910,2017,7,2,18,1,2017-02-18,2017
911,2017,7,2,19,1,2017-02-19,2017
912,2017,8,2,20,1,2017-02-20,2017
913,2017,8,2,21,1,2017-02-21,2017
914,2017,8,2,22,1,2017-02-22,2017
915,2017,8,2,23,1,2017-02-23,2017
916,2017,8,2,24,1,2017-02-24,2017
917,2017,8,2,25,1,2017-02-25,2017
918,2017,8,2,26,1,2017-02-26,2017
919,2017,9,2,27,1,2017-02-27,2017
920,2017,9,2,28,1,2017-02-28,2017
921,2017,9,3,1,1,2017-03-01,2017
922,2017,9,3,2,1,2017-03-02,2017
923,2017,9,3,3,1,2017-03-03,2017
924,2017,9,3,4,1,2017-03-04,2017
925,2017,9,3,5,1,2017-03-05,2017
926,2017,10,3,6,1,2017-03-06,2017
927,2017,10,3,7,1,2017-03-07,2017
928,2017,10,3,8,1,2017-03-08,2017
929,2017,10,3,9,1,2017-03-09,2017
930,2017,10,3,10,1,2017-03-10,2017
931,2017,10,3,11,1,2017-03-11,2017
932,2017,10,3,12,1,2017-03-12,2017
933,2017,11,3,13,1,2017-03-13,2017
934,2017,11,3,14,1,2017-03-14,2017
935,2017,11,3,15,1,2017-03-15,2017
936,2017,11,3,16,1,2017-03-16,2017
937,2017,11,3,17,1,2017-03-17,2017
938,2017,11,3,18,1,2017-03-18,2017
939,2017,11,3,19,1,2017-03-19,2017
940,2017,12,3,20,1,2017-03-20,2017
941,2017,12,3,21,1,2017-03-21,2017
942,2017,12,3,22,1,2017-03-22,2017
943,2017,12,3,23,1,2017-03-23,2017
944,2017,12,3,24,1,2017-03-24,2017
945,2017,12,3,25,1,2017-03-25,2017
946,2017,12,3,26,1,2017-03-26,2017
947,2017,13,3,27,1,2017-03-27,2017
948,2017,13,3,28,1,2017-03-28,2017
949,2017,13,3,29,1,2017-03-29,2017
950,2017,13,3,30,1,2017-03-30,2017
951,2017,13,3,31,1,2017-03-31,2017
952,2017,13,4,1,2,2017-04-01,2017
953,2017,13,4,2,2,2017-04-02,2017
954,2017,14,4,3,2,2017-04-03,2017
955,2017,14,4,4,2,2017-04-04,2017
956,2017,14,4,5,2,2017-04-05,2017
957,2017,14,4,6,2,2017-04-06,2017
958,2017,14,4,7,2,2017-04-07,2017
959,2017,14,4,8,2,2017-04-08,2017
960,2017,14,4,9,2,2017-04-09,2017
961,2017,15,4,10,2,2017-04-10,2017
962,2017,15,4,11,2,2017-04-11,2017
963,2017,15,4,12,2,2017-04-12,2017
964,2017,15,4,13,2,2017-04-13,2017
965,2017,15,4,14,2,2017-04-14,2017
966,2017,15,4,15,2,2017-04-15,2017
967,2017,15,4,16,2,2017-04-16,2017
968,2017,16,4,17,2,2017-04-17,2017
969,2017,16,4,18,2,2017-04-18,2017
970,2017,16,4,19,2,2017-04-19,2017
971,2017,16,4,20,2,2017-04-20,2017
972,2017,16,4,21,2,2017-04-21,2017
973,2017,16,4,22,2,2017-04-22,2017
974,2017,16,4,23,2,2017-04-23,2017
975,2017,17,4,24,2,2017-04-24,2017
976,2017,17,4,25,2,2017-04-25,2017
977,2017,17,4,26,2,2017-04-26,2017
978,2017,17,4,27,2,2017-04-27,2017
979,2017,17,4,28,2,2017-04-28,2017
980,2017,17,4,29,2,2017-04-29,2017
981,2017,17,4,30,2,2017-04-30,2017
982,2017,18,5,1,2,2017-05-01,2017
983,2017,18,5,2,2,2017-05-02,2017
984,2017,18,5,3,2,2017-05-03,2017
985,2017,18,5,4,2,2017-05-04,2017
986,2017,18,5,5,2,2017-05-05,2017
987,2017,18,5,6,2,2017-05-06,2017
988,2017,18,5,7,2,2017-05-07,2017
989,2017,19,5,8,2,2017-05-08,2017
990,2017,19,5,9,2,2017-05-09,2017
991,2017,19,5,10,2,2017-05-10,2017
992,2017,19,5,11,2,2017-05-11,2017
993,2017,19,5,12,2,2017-05-12,2017
994,2017,19,5,13,2,2017-05-13,2017
995,2017,19,5,14,2,2017-05-14,2017
996,2017,20,5,15,2,2017-05-15,2017
997,2017,20,5,16,2,2017-05-16,2017
998,2017,20,5,17,2,2017-05-17,2017
999,2017,20,5,18,2,2017-05-18,2017
1000,2017,20,5,19,2,2017-05-19,2017
1001,2017,20,5,20,2,2017-05-20,2017
1002,2017,20,5,21,2,2017-05-21,2017
1003,2017,21,5,22,2,2017-05-22,2017
1004,2017,21,5,23,2,2017-05-23,2017
1005,2017,21,5,24,2,2017-05-24,2017
1006,2017,21,5,25,2,2017-05-25,2017
1007,2017,21,5,26,2,2017-05-26,2017
1008,2017,21,5,27,2,2017-05-27,2017
1009,2017,21,5,28,2,2017-05-28,2017
1010,2017,22,5,29,2,2017-05-29,2017
1011,2017,22,5,30,2,2017-05-30,2017
1012,2017,22,5,31,2,2017-05-31,2017
1013,2017,22,6,1,2,2017-06-01,2017
1014,2017,22,6,2,2,2017-06-02,2017
1015,2017,22,6,3,2,2017-06-03,2017
1016,2017,22,6,4,2,2017-06-04,2017
1017,2017,23,6,5,2,2017-06-05,2017
1018,2017,23,6,6,2,2017-06-06,2017
1019,2017,23,6,7,2,2017-06-07,2017
1020,2017,23,6,8,2,2017-06-08,2017
1021,2017,23,6,9,2,2017-06-09,2017
1022,2017,23,6,10,2,2017-06-10,2017
1023,2017,23,6,11,2,2017-06-11,2017
1024,2017,24,6,12,2,2017-06-12,2017
1025,2017,24,6,13,2,2017-06-13,2017
1026,2017,24,6,14,2,2017-06-14,2017
1027,2017,24,6,15,2,2017-06-15,2017
1028,2017,24,6,16,2,2017-06-16,2017
1029,2017,24,6,17,2,2017-06-17,2017
1030,2017,24,6,18,2,2017-06-18,2017
1031,2017,25,6,19,2,2017-06-19,2017
1032,2017,25,6,20,2,2017-06-20,2017
1033,2017,25,6,21,2,2017-06-21,2017
1034,2017,25,6,22,2,2017-06-22,2017
1035,2017,25,6,23,2,2017-06-23,2017
1036,2017,25,6,24,2,2017-06-24,2017
1037,2017,25,6,25,2,2017-06-25,2017
1038,2017,26,6,26,2,2017-06-26,2017
1039,2017,26,6,27,2,2017-06-27,2017
1040,2017,26,6,28,2,2017-06-28,2017
1041,2017,26,6,29,2,2017-06-29,2017
1042,2017,26,6,30,2,2017-06-30,2017
1043,2017,26,7,1,3,2017-07-01,2017
1044,2017,26,7,2,3,2017-07-02,2017
1045,2017,27,7,3,3,2017-07-03,2017
1046,2017,27,7,4,3,2017-07-04,2017
1047,2017,27,7,5,3,2017-07-05,2017
1048,2017,27,7,6,3,2017-07-06,2017
1049,2017,27,7,7,3,2017-07-07,2017
1050,2017,27,7,8,3,2017-07-08,2017
1051,2017,27,7,9,3,2017-07-09,2017
1052,2017,28,7,10,3,2017-07-10,2017
1053,2017,28,7,11,3,2017-07-11,2017
1054,2017,28,7,12,3,2017-07-12,2017
1055,2017,28,7,13,3,2017-07-13,2017
1056,2017,28,7,14,3,2017-07-14,2017
1057,2017,28,7,15,3,2017-07-15,2017
1058,2017,28,7,16,3,2017-07-16,2017
1059,2017,29,7,17,3,2017-07-17,2017
1060,2017,29,7,18,3,2017-07-18,2017
1061,2017,29,7,19,3,2017-07-19,2017
1062,2017,29,7,20,3,2017-07-20,2017
1063,2017,29,7,21,3,2017-07-21,2017
1064,2017,29,7,22,3,2017-07-22,2017
1065,2017,29,7,23,3,2017-07-23,2017
1066,2017,30,7,24,3,2017-07-24,2017
1067,2017,30,7,25,3,2017-07-25,2017
1068,2017,30,7,26,3,2017-07-26,2017
1069,2017,30,7,27,3,2017-07-27,2017
1070,2017,30,7,28,3,2017-07-28,2017
1071,2017,30,7,29,3,2017-07-29,2017
1072,2017,30,7,30,3,2017-07-30,2017
1073,2017,31,7,31,3,2017-07-31,2017
1074,2017,31,8,1,3,2017-08-01,2017
1075,2017,31,8,2,3,2017-08-02,2017
1076,2017,31,8,3,3,2017-08-03,2017
1077,2017,31,8,4,3,2017-08-04,2017
1078,2017,31,8,5,3,2017-08-05,2017
1079,2017,31,8,6,3,2017-08-06,2017
1080,2017,32,8,7,3,2017-08-07,2017
1081,2017,32,8,8,3,2017-08-08,2017
1082,2017,32,8,9,3,2017-08-09,2017
1083,2017,32,8,10,3,2017-08-10,2017
1084,2017,32,8,11,3,2017-08-11,2017
1085,2017,32,8,12,3,2017-08-12,2017
1086,2017,32,8,13,3,2017-08-13,2017
1087,2017,33,8,14,3,2017-08-14,2017
1088,2017,33,8,15,3,2017-08-15,2017
1089,2017,33,8,16,3,2017-08-16,2017
1090,2017,33,8,17,3,2017-08-17,2017
1091,2017,33,8,18,3,2017-08-18,2017
1092,2017,33,8,19,3,2017-08-19,2017
1093,2017,33,8,20,3,2017-08-20,2017
1094,2017,34,8,21,3,2017-08-21,2017
1095,2017,34,8,22,3,2017-08-22,2017
1096,2017,34,8,23,3,2017-08-23,2017
1097,2017,34,8,24,3,2017-08-24,2017
1098,2017,34,8,25,3,2017-08-25,2017
1099,2017,34,8,26,3,2017-08-26,2017
1100,2017,34,8,27,3,2017-08-27,2017
1101,2017,35,8,28,3,2017-08-28,2017
1102,2017,35,8,29,3,2017-08-29,2017
1103,2017,35,8,30,3,2017-08-30,2017
1104,2017,35,8,31,3,2017-08-31,2017
1105,2017,35,9,1,3,2017-09-01,2017
1106,2017,35,9,2,3,2017-09-02,2017
1107,2017,35,9,3,3,2017-09-03,2017
1108,2017,36,9,4,3,2017-09-04,2017
1109,2017,36,9,5,3,2017-09-05,2017
1110,2017,36,9,6,3,2017-09-06,2017
1111,2017,36,9,7,3,2017-09-07,2017
1112,2017,36,9,8,3,2017-09-08,2017
1113,2017,36,9,9,3,2017-09-09,2017
1114,2017,36,9,10,3,2017-09-10,2017
1115,2017,37,9,11,3,2017-09-11,2017
1116,2017,37,9,12,3,2017-09-12,2017
1117,2017,37,9,13,3,2017-09-13,2017
1118,2017,37,9,14,3,2017-09-14,2017
1119,2017,37,9,15,3,2017-09-15,2017
1120,2017,37,9,16,3,2017-09-16,2017
1121,2017,37,9,17,3,2017-09-17,2017
1122,2017,38,9,18,3,2017-09-18,2017
1123,2017,38,9,19,3,2017-09-19,2017
1124,2017,38,9,20,3,2017-09-20,2017
1125,2017,38,9,21,3,2017-09-21,2017
1126,2017,38,9,22,3,2017-09-22,2017
1127,2017,38,9,23,3,2017-09-23,2017
1128,2017,38,9,24,3,2017-09-24,2017
1129,2017,39,9,25,3,2017-09-25,2017
1130,2017,39,9,26,3,2017-09-26,2017
1131,2017,39,9,27,3,2017-09-27,2017
1132,2017,39,9,28,3,2017-09-28,2017
1133,2017,39,9,29,3,2017-09-29,2017
1134,2017,39,9,30,3,2017-09-30,2017
1135,2017,39,10,1,4,2017-10-01,2017
1136,2017,40,10,2,4,2017-10-02,2017
1137,2017,40,10,3,4,2017-10-03,2017
1138,2017,40,10,4,4,2017-10-04,2017
1139,2017,40,10,5,4,2017-10-05,2017
1140,2017,40,10,6,4,2017-10-06,2017
1141,2017,40,10,7,4,2017-10-07,2017
1142,2017,40,10,8,4,2017-10-08,2017
1143,2017,41,10,9,4,2017-10-09,2017
1144,2017,41,10,10,4,2017-10-10,2017
1145,2017,41,10,11,4,2017-10-11,2017
1146,2017,41,10,12,4,2017-10-12,2017
1147,2017,41,10,13,4,2017-10-13,2017
1148,2017,41,10,14,4,2017-10-14,2017
1149,2017,41,10,15,4,2017-10-15,2017
1150,2017,42,10,16,4,2017-10-16,2017
1151,2017,42,10,17,4,2017-10-17,2017
1152,2017,42,10,18,4,2017-10-18,2017
1153,2017,42,10,19,4,2017-10-19,2017
1154,2017,42,10,20,4,2017-10-20,2017
1155,2017,42,10,21,4,2017-10-21,2017
1156,2017,42,10,22,4,2017-10-22,2017
1157,2017,43,10,23,4,2017-10-23,2017
1158,2017,43,10,24,4,2017-10-24,2017
1159,2017,43,10,25,4,2017-10-25,2017
1160,2017,43,10,26,4,2017-10-26,2017
1161,2017,43,10,27,4,2017-10-27,2017
1162,2017,43,10,28,4,2017-10-28,2017
1163,2017,43,10,29,4,2017-10-29,2017
1164,2017,44,10,30,4,2017-10-30,2017
1165,2017,44,10,31,4,2017-10-31,2017
1166,2017,44,11,1,4,2017-11-01,2017
1167,2017,44,11,2,4,2017-11-02,2017
1168,2017,44,11,3,4,2017-11-03,2017
1169,2017,44,11,4,4,2017-11-04,2017
1170,2017,44,11,5,4,2017-11-05,2017
1171,2017,45,11,6,4,2017-11-06,2017
1172,2017,45,11,7,4,2017-11-07,2017
1173,2017,45,11,8,4,2017-11-08,2017
1174,2017,45,11,9,4,2017-11-09,2017
1175,2017,45,11,10,4,2017-11-10,2017
1176,2017,45,11,11,4,2017-11-11,2017
1177,2017,45,11,12,4,2017-11-12,2017
1178,2017,46,11,13,4,2017-11-13,2017
1179,2017,46,11,14,4,2017-11-14,2017
1180,2017,46,11,15,4,2017-11-15,2017
1181,2017,46,11,16,4,2017-11-16,2017
1182,2017,46,11,17,4,2017-11-17,2017
1183,2017,46,11,18,4,2017-11-18,2017
1184,2017,46,11,19,4,2017-11-19,2017
1185,2017,47,11,20,4,2017-11-20,2017
1186,2017,47,11,21,4,2017-11-21,2017
1187,2017,47,11,22,4,2017-11-22,2017
1188,2017,47,11,23,4,2017-11-23,2017
1189,2017,47,11,24,4,2017-11-24,2017
1190,2017,47,11,25,4,2017-11-25,2017
1191,2017,47,11,26,4,2017-11-26,2017
1192,2017,48,11,27,4,2017-11-27,2017
1193,2017,48,11,28,4,2017-11-28,2017
1194,2017,48,11,29,4,2017-11-29,2017
1195,2017,48,11,30,4,2017-11-30,2017
1196,2017,48,12,1,4,2017-12-01,2017
1197,2017,48,12,2,4,2017-12-02,2017
1198,2017,48,12,3,4,2017-12-03,2017
1199,2017,49,12,4,4,2017-12-04,2017
1200,2017,49,12,5,4,2017-12-05,2017
